Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Этаж,Балкон или лоджия,Тип комнат,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Этажей в доме,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Высота потолков,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Жилая площадь,Дополнительно,Стоимость ремонта,В доме,Запланирован снос
7900000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_375_m_1826_et._7569811073?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,1,37.5 м²,10.7 м²,18 из 26,лоджия,,раздельный,"во двор, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,кирпичный,2018,26,1,1,"детская площадка, спортивная площадка",наземная многоуровневая,2.7 м,,,,,,14 м²,гардеробная,,,
10200000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_348_m_1415_et._7765024706?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,1,34.8 м²,16.9 м²,14 из 15,лоджия,,совмещенный,на улицу,евро,,,,свободная,возможна ипотека,монолитный,2024,15,1,1,,,,,,,,,10 м²,,,,
8100000,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_211_m_45_et._7693963328?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,студия,21.1 м²,,4 из 5,,,совмещенный,"во двор, на солнечную сторону",дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, водонагреватель",свободная,возможна ипотека,монолитный,2020,5,1,1,,открытая во дворе,3.5 м,,,,,,15 м²,гардеробная,,,
9000000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_403_m_1316_et._7769651437?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,1,40.3 м²,10.7 м²,13 из 16,лоджия,,совмещенный,на улицу,евро,,,,свободная,,монолитно-кирпичный,2005,16,1,1,,открытая во дворе,3 м,,,,,,17.7 м²,,,,
7961800,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_308_m_69_et._7798711309?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,1,30.8 м²,12 м²,6 из 9,,,совмещенный,во двор,дизайнерский,,,,свободная,возможна ипотека,монолитно-кирпичный,2024,9,2,1,,открытая во дворе,4.6 м,,,,,,,гардеробная,,консьерж,
8800000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46_m_15_et._7729120404?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,2,46 м²,6.3 м²,1 из 5,,смежные,совмещенный,во двор,евро,,,,альтернативная,возможна ипотека,панельный,1960,5,,,,,,,,,,,30.8 м²,,,,
7000000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_32_m_39_et._7685177256?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,студия,32 м²,,3 из 9,лоджия,,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,кирпичный,,9,1,1,,,,,,,,,23.5 м²,,от 411 000 ₽ за 32 м²,,
13600000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_55_m_2124_et._7419139112?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,2,55 м²,13.1 м²,21 из 24,балкон,изолированные,раздельный,во двор,евро,есть,,холодильник,свободная,возможна ипотека,монолитный,2020,24,1,1,,,2.8 м,,,,,,27.2 м²,,,,
8500000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_254_m_26_et._7592881446?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,студия,25.4 м²,,2 из 6,,,совмещенный,"на улицу, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,,кирпичный,1904,6,1,нет,закрытая территория,за шлагбаумом во дворе,3.2 м,,,,,,22.1 м²,,,,да
8000000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_322_m_312_et._7714711418?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,1,32.2 м²,6.2 м²,3 из 12,,,раздельный,на улицу,косметический,,,,свободная,возможна ипотека,панельный,,12,1,нет,,,,,,,,,17.7 м²,,от 414 000 ₽ за 32.2 м²,,
6900000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._apartamenty_497_m_55_et._7808577152?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,1,49.7 м²,16 м²,5 из 5,,,совмещенный,во двор,дизайнерский,,,,свободная,,кирпичный,2024,5,1,1,"закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",4 м,,,,,,28 м²,,,консьерж,
10800000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_526_m_25_et._4703915121?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,2,52.6 м²,17.3 м²,2 из 5,лоджия,изолированные,раздельный,во двор,евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,монолитно-кирпичный,2022,5,1,1,"детская площадка, спортивная площадка","подземная, открытая во дворе",2.8 м,,,,,,23 м²,,,,
8550000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_41_m_1116_et._7758569789?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,2,41 м²,7 м²,11 из 16,балкон,изолированные,совмещенный,на улицу,евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,,кирпичный,1976,16,3,1,спортивная площадка,открытая во дворе,,,,,,,27.4 м²,,,"мусоропровод, газ",
8700000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_457_m_49_et._7723045642?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,2,45.7 м²,7.5 м²,4 из 9,лоджия,изолированные,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места",холодильник,свободная,возможна ипотека,панельный,1989,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,28.4 м²,,от 588 000 ₽ за 45.7 м²,,
17800000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_793_m_1616_et._7817650595?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,3,79.3 м²,14.7 м²,16 из 16,лоджия,изолированные,раздельный,"во двор, на улицу",дизайнерский,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,панельный,1989,16,1,1,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,,,,,
6000000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_211_m_1316_et._7831604264?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,студия,21.1 м²,,13 из 16,лоджия,,совмещенный,во двор,требует ремонта,,"кухня, хранение одежды",холодильник,свободная,возможна ипотека,монолитно-кирпичный,2009,16,1,,детская площадка,открытая во дворе,2.7 м,,,,,,14.3 м²,,,,
17500000,https://www.avito.ru/sankt-peterburg_sestroretsk/kvartiry/4-k._kvartira_1243_m_14_et._7523677621?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,4,124.3 м²,15 м²,1 из 4,лоджия,"изолированные, смежные",совмещенный,"во двор, на улицу",евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,монолитный,2007,4,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,3 м,,,,,,70 м²,,,газ,
3290000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_134_m_14_et._7737296732?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,студия,13.4 м²,,1 из 4,,,совмещенный,"во двор, на солнечную сторону",дизайнерский,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, водонагреватель",свободная,,кирпичный,1881,4,,,закрытая территория,за шлагбаумом во дворе,2.6 м,,,,,,10.1 м²,,,,
7750000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_458_m_55_et._7772220926?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,2,45.8 м²,6.3 м²,5 из 5,,изолированные,раздельный,"во двор, на улицу",косметический,,спальные места,плита,свободная,возможна ипотека,панельный,1964,5,нет,нет,,открытая во дворе,2.5 м,,,,,,29.3 м²,,,,
3990000,https://www.avito.ru/sankt-peterburg/kvartiry/auktsion_1-k._kvartira_31_m_2124_et._7839778964?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,1,31 м²,8.5 м²,21 из 24,лоджия,,совмещенный,,косметический,,,,свободная,аукцион,монолитный,2022,24,,,,,2.7 м,,,,,,15 м²,,от 399 000 ₽ за 31 м²,,
12000000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_439_m_2125_et._7742429873?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,1,43.9 м²,13.1 м²,21 из 25,лоджия,,совмещенный,на улицу,требует ремонта,,,,свободная,возможна ипотека,монолитный,2022,25,2,нет,,,,,,,,,16 м²,,от 878 000 ₽ за 43.9 м²,,
8900000,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_291_m_28_et._7478271748?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,студия,29.1 м²,,2 из 8,,,совмещенный,на улицу,евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,монолитный,2019,8,1,1,закрытая территория,подземная,,,,,,,,панорамные окна,,консьерж,
6590000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_337_m_35_et._7787857671?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,1,33.7 м²,13.1 м²,3 из 5,лоджия,,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,монолитный,2024,5,1,1,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,2.7 м,,,,,,12 м²,,,,
26710000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_96_m_714_et._7261453700?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,3,96 м²,25.1 м²,7 из 14,балкон,изолированные,раздельный,"во двор, на улицу, на солнечную сторону",требует ремонта,,,,свободная,возможна ипотека,монолитный,2021,14,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,2.8 м,,,,,,38.3 м²,гардеробная,от 1 920 000 ₽ за 96 м²,,
10500000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_544_m_66_et._7724906428?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,2,54.4 м²,11.4 м²,6 из 6,,изолированные,раздельный,во двор,косметический,,,,альтернативная,возможна ипотека,панельный,,6,1,,,,3.3 м,,,,,,31.6 м²,,от 699 000 ₽ за 54.4 м²,,
10190000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_40_m_1012_et._7700610624?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,1,40 м²,10.6 м²,10 из 12,лоджия,,совмещенный,на улицу,косметический,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,монолитный,2017,12,2,нет,,,,,,,,,18.9 м²,,от 514 000 ₽ за 40 м²,,
12120000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_64_m_716_et._7643451718?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,3,64 м²,7 м²,7 из 16,лоджия,изолированные,раздельный,во двор,косметический,,,,альтернативная,возможна ипотека,кирпичный,1989,16,2,нет,,,,,,,,,40.5 м²,,от 823 000 ₽ за 64 м²,мусоропровод,
9050000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_356_m_513_et._7554782659?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,1,35.6 м²,12 м²,5 из 13,лоджия,,раздельный,на улицу,косметический,,"кухня, хранение одежды",,свободная,возможна ипотека,монолитно-кирпичный,2015,13,1,1,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",2.7 м,,,,,,18 м²,гардеробная,от 458 000 ₽ за 35.6 м²,,
4990000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_30_m_37_et._7845067493?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,студия,30 м²,,3 из 7,,,совмещенный,на улицу,евро,,,,свободная,возможна ипотека,кирпичный,1912,7,1,,,,3.4 м,,,,,,14 м²,,,,
14950000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_717_m_55_et._7227073397?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,2,71.7 м²,9 м²,5 из 5,,изолированные,раздельный,"во двор, на улицу",дизайнерский,,,,свободная,,кирпичный,1960,5,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,3 м,,,,,,36 м²,,,газ,
15990000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_697_m_15_et._7697392166?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,2,69.7 м²,12.5 м²,1 из 5,,изолированные,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,кирпичный,1874,5,нет,нет,"закрытая территория, детская площадка",за шлагбаумом во дворе,3.3 м,,,,,,33.5 м²,,,газ,
9590000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_569_m_1524_et._7708356291?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,2,56.9 м²,11.7 м²,15 из 24,лоджия,изолированные,раздельный,на улицу,евро,,,,альтернативная,возможна ипотека,монолитный,2017,24,2,1,,открытая во дворе,2.8 м,,,,,,32.2 м²,,,,
5750000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_22_m_23_et._7287626541?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,студия,22 м²,,2 из 3,,,совмещенный,,дизайнерский,,,,свободная,,кирпичный,1916,3,1,нет,закрытая территория,,,,,,,,,,,,
5700000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_242_m_1314_et._7710853297?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,студия,24.2 м²,,13 из 14,лоджия,,совмещенный,на улицу,евро,,,,свободная,возможна ипотека,монолитно-кирпичный,2022,14,,,,,2.7 м,,,,,,17.7 м²,,,,
4500000,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_333_m_56_et._7257464419?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,студия,33.3 м²,,5 из 6,,,совмещенный,,требует ремонта,,,,свободная,возможна ипотека,кирпичный,1981,6,1,1,,открытая во дворе,4.2 м,,,,,,33.3 м²,,,,
13900000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_482_m_27_et._7576339797?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,2,48.2 м²,6.6 м²,2 из 7,балкон,изолированные,раздельный,,дизайнерский,,,,свободная,,кирпичный,1979,7,,,,,,,,,,,27.6 м²,,,,
8500000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_517_m_29_et._7760532867?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,2,51.7 м²,7.5 м²,2 из 9,лоджия,изолированные,раздельный,на улицу,косметический,,,,свободная,возможна ипотека,панельный,1974,9,1,1,,,2.5 м,,,,,,32 м²,,от 665 000 ₽ за 51.7 м²,,
5500000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_23_m_26_et._3592804336?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUdDNBNHZreE5QTTdIenlqIjt9iPKCtT8AAAA,студия,23 м²,,2 из 6,,,совмещенный,"во двор, на солнечную сторону",дизайнерский,,спальные места,стиральная машина,свободная,,кирпичный,1908,6,нет,нет,детская площадка,за шлагбаумом во дворе,3.4 м,,,,,,17 м²,,,,
9000000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_563_m_45_et._4006774542?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,2,56.3 м²,8.4 м²,4 из 5,балкон,изолированные,раздельный,,косметический,,,,альтернативная,,кирпичный,1959,5,,,,,,,,,,,34.7 м²,,от 724 000 ₽ за 56.3 м²,,
33660000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_526_m_79_et._7706207959?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,2,52.6 м²,12.6 м²,7 из 9,лоджия,изолированные,раздельный,"во двор, на улицу",дизайнерский,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,монолитный,2023,9,1,нет,,,,,,,,,26.5 м²,,,,
15500000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_554_m_216_et._7703471446?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,2,55.4 м²,10.8 м²,2 из 16,лоджия,изолированные,совмещенный,"во двор, на улицу",косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, водонагреватель",свободная,возможна ипотека,монолитный,2005,16,1,1,детская площадка,за шлагбаумом во дворе,,,,,,,30.8 м²,,,,
6590000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_337_m_35_et._7787857671?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,1,33.7 м²,13.1 м²,3 из 5,лоджия,,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,монолитный,2024,5,1,1,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,2.7 м,,,,,,12 м²,,,,
27000000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_592_m_49_et._7607793954?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,2,59.2 м²,18 м²,4 из 9,лоджия,изолированные,раздельный,"на улицу, на солнечную сторону",евро,,,,свободная,возможна ипотека,монолитный,2024,9,1,1,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",,,,,,,30 м²,гардеробная,,консьерж,
7900000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44_m_1215_et._7821676221?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,2,44 м²,6.2 м²,12 из 15,лоджия,изолированные,раздельный,во двор,евро,,кухня,,свободная,возможна ипотека,панельный,,15,2,нет,,,2.7 м,,,,,,27 м²,,,мусоропровод,
9200000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_454_m_89_et._7758990369?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,2,45.4 м²,6.2 м²,8 из 9,лоджия,изолированные,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,панельный,1975,9,1,нет,,,,,,,,,26.7 м²,,от 584 000 ₽ за 45.4 м²,"мусоропровод, газ",
5200000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_21_m_37_et._7334644149?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,студия,21 м²,,3 из 7,,,совмещенный,во двор,евро,,,,свободная,возможна ипотека,кирпичный,1905,7,1,нет,,,,,,,,,8 м²,,,,
8300000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_31_m_55_et._7827729882?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,1,31 м²,6 м²,5 из 5,,,совмещенный,во двор,евро,,,,свободная,возможна ипотека,кирпичный,1960,5,нет,нет,,наземная многоуровневая,,,,,,,18 м²,,,газ,
34987000,https://www.avito.ru/sankt-peterburg/kvartiry/5-k._kvartira_2045_m_56_et._7768657175?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,5,204.5 м²,32 м²,5 из 6,балкон,изолированные,раздельный,"во двор, на улицу",требует ремонта,,,,свободная,возможна ипотека,кирпичный,1911,6,1,нет,,,3.4 м,,,,,,125 м²,,,газ,
