Цена,Ссылка,Количество комнат,Общая площадь,Жилая площадь,Этаж,Балкон или лоджия,Высота потолков,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Запланирован снос,Этажей в доме,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Площадь кухни,Тип комнат,Отделка,Название новостройки,Тип участия,Срок сдачи,"Корпус, строение",Стоимость ремонта,Дополнительно,В доме
4300000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_447_m_55_et._7660053779?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,2,44.7 м²,,5 из 5,,,совмещенный,,евро,,,,свободная,возможна ипотека,панельный,1967,,5,,,,,7 м²,изолированные,,,,,,,,
4600000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_404_m_1218_et._4792049311?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,40.4 м²,19 м²,12 из 18,балкон,2.6 м,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,панельный,2024,,18,,1,,открытая во дворе,10.7 м²,,,,,,,,,
5950000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_312_m_1821_et._7511896687?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,студия,31.2 м²,16 м²,18 из 21,,,совмещенный,на улицу,дизайнерский,,,,свободная,возможна ипотека,кирпичный,2000,,21,,,,открытая во дворе,,,,,,,,,,
2199000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_22_m_317_et._7737464850?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,студия,22 м²,10 м²,3 из 17,балкон,2.7 м,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,монолитный,2013,,17,,,,открытая во дворе,,,,,,,,,,
6400000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_28_m_826_et._7671263958?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,студия,28 м²,24 м²,8 из 26,,,,на улицу,дизайнерский,,,,альтернативная,возможна ипотека,кирпичный,2024,,26,,,,открытая во дворе,,,,,,,,,,
3550000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_346_m_39_et._7692123748?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,34.6 м²,,3 из 9,,,совмещенный,,косметический,,,,свободная,возможна ипотека,кирпичный,1982,,9,1,,,открытая во дворе,10 м²,,,,,,,,,
6250000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_351_m_917_et._7576993038?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,35.1 м²,21 м²,9 из 17,лоджия,2.5 м,совмещенный,во двор,евро,,,,свободная,возможна ипотека,кирпичный,2023,,17,1,1,,,3 м²,,,,,,,,,
2300000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_28_m_14_et._3897638984?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,28 м²,12 м²,1 из 4,,2.5 м,раздельный,на улицу,косметический,,,,альтернативная,возможна ипотека,блочный,1945,,4,нет,нет,,,2 м²,,,,,,,от 240 000 ₽ за 28 м²,,
2290000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_194_m_1217_et._7769367130?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,студия,19.4 м²,13 м²,12 из 17,лоджия,,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,монолитный,2013,,17,,,,открытая во дворе,,,,,,,,,,
3900000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_595_m_55_et._7724819783?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,3,59.5 м²,,5 из 5,балкон,2.8 м,раздельный,,требует ремонта,,,,свободная,возможна ипотека,блочный,1975,,5,,,,,4 м²,изолированные,,,,,,,,
6200000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_73_m_211_et._7511232697?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,3,73 м²,43 м²,2 из 11,"балкон, лоджия",2.8 м,раздельный,"во двор, на улицу",косметический,,,,свободная,возможна ипотека,панельный,2016,,11,1,1,,открытая во дворе,13 м²,изолированные,,,,,,,,
5200000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_604_m_29_et._7737280562?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,3,60.4 м²,47 м²,2 из 9,,2.7 м,раздельный,"во двор, на улицу",косметический,,,,свободная,возможна ипотека,панельный,1999,,9,,,,,7.2 м²,изолированные,,,,,,,,
4100000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_364_m_317_et._4314004250?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,36.4 м²,18 м²,3 из 17,лоджия,2.6 м,совмещенный,на улицу,евро,,,,свободная,,панельный,2017,,17,1,1,,открытая во дворе,8 м²,,,,,,,,,
6600000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_383_m_1522_et._7831225990?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,38.3 м²,17 м²,15 из 22,лоджия,,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,кирпичный,2014,,22,1,1,,открытая во дворе,11 м²,,,,,,,,,
7800000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_419_m_77_et._7769263340?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,41.9 м²,11.3 м²,7 из 7,лоджия,2.8 м,совмещенный,во двор,требует ремонта,,,,свободная,возможна ипотека,кирпичный,2023,,7,1,1,,наземная многоуровневая,20 м²,,,,,,,,,
5550000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_628_m_59_et._7767938995?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,3,62.8 м²,42.5 м²,5 из 9,"балкон, лоджия",,раздельный,"во двор, на улицу",косметический,,,,альтернативная,возможна ипотека,панельный,1985,,9,,,,открытая во дворе,6.9 м²,изолированные,,,,,,,,
6600000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_41_m_1525_et._7801396648?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,41 м²,28 м²,15 из 25,лоджия,2.7 м,совмещенный,на улицу,дизайнерский,,,,свободная,возможна ипотека,монолитный,2021,,25,2,1,,открытая во дворе,9 м²,,,,,,,,,
14500000.0,https://www.avito.ru/novosibirsk/kvartiry/4-k._kvartira_1044_m_910_et._7577330786?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,4,104.4 м²,50 м²,9 из 10,лоджия,5.1 м,совмещенный,,евро,,,,свободная,возможна ипотека,кирпичный,2022,,10,1,1,,подземная,25 м²,изолированные,,,,,,,,
3200000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_21_m_2427_et._7724436753?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,студия,21 м²,,24 из 27,,2.8 м,совмещенный,,косметический,,,,свободная,возможна ипотека,кирпичный,2015,,27,1,1,,,,,,,,,,,,
4050000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_422_m_710_et._7385331001?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,42.2 м²,17 м²,7 из 10,балкон,2.7 м,раздельный,во двор,евро,,,,свободная,возможна ипотека,панельный,2011,,10,1,1,,открытая во дворе,12 м²,,,,,,,,,
5199000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_326_m_627_et._7255450825?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,студия,32.6 м²,13 м²,6 из 27,лоджия,,совмещенный,на улицу,требует ремонта,,,,свободная,возможна ипотека,монолитно-кирпичный,2025,,27,1,1,,подземная,,,,,,,,,,
8800000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_51_m_1824_et._7724267589?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,2,51 м²,25 м²,18 из 24,лоджия,,совмещенный,,евро,,,,свободная,возможна ипотека,монолитно-кирпичный,2007,,24,1,1,,открытая во дворе,10 м²,смежные,,,,,,,,
7350000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_504_m_1225_et._7660494595?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,2,50.4 м²,,12 из 25,,,,,требует ремонта,,,,свободная,возможна ипотека,монолитный,2023,,25,1,1,,,13 м²,изолированные,,,,,,,,
5700000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_621_m_39_et._4249591556?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,3,62.1 м²,41.3 м²,3 из 9,"балкон, лоджия",2.5 м,раздельный,,требует ремонта,,,,свободная,возможна ипотека,панельный,1974,,9,1,нет,,открытая во дворе,7.1 м²,изолированные,,,,,,от 869 000 ₽ за 62.1 м²,,
4500000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_497_m_28_et._7545230470?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,49.7 м²,20 м²,2 из 8,балкон,,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,монолитно-кирпичный,2023,,8,,,,открытая во дворе,18 м²,,,,,,,,,
4510000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_579_m_510_et._4217753387?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,2,57.9 м²,44 м²,5 из 10,балкон,2.7 м,раздельный,,требует ремонта,,,,свободная,возможна ипотека,панельный,2019,,10,1,1,,открытая во дворе,8 м²,изолированные,,,,,,от 811 000 ₽ за 57.9 м²,,
4200000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_42_m_616_et._7692565990?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,42 м²,15 м²,6 из 16,балкон,2.7 м,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,кирпичный,2011,,16,1,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,10 м²,,,,,,,,,
2800000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_297_m_25_et._7577530389?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,29.7 м²,16 м²,2 из 5,,,совмещенный,на улицу,косметический,,,,альтернативная,возможна ипотека,кирпичный,1978,,5,,,,,5 м²,,,,,,,,,
8100000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_619_m_89_et._7801300043?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,3,61.9 м²,42.4 м²,8 из 9,лоджия,,раздельный,на улицу,евро,,,,свободная,возможна ипотека,панельный,2000,,9,,,,,7 м²,смежные,,,,,,,,
10000000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_73_m_316_et._4858031024?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,2,73 м²,34.4 м²,3 из 16,балкон,2.7 м,совмещенный,на улицу,дизайнерский,,,,свободная,возможна ипотека,кирпичный,2011,,16,1,,,подземная,9.7 м²,изолированные,,,,,,,,
5980000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_41_m_1318_et._7673747429?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,41 м²,17 м²,13 из 18,балкон,2.7 м,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,кирпичный,2009,,18,1,1,,открытая во дворе,12 м²,,,,,,,,,
6100000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_594_m_35_et._7512519350?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,3,59.4 м²,40.5 м²,3 из 5,балкон,,раздельный,"во двор, на улицу, на солнечную сторону",косметический,,кухня,,альтернативная,возможна ипотека,кирпичный,1972,,5,нет,нет,"закрытая территория, детская площадка",открытая во дворе,6 м²,"изолированные, смежные",,,,,,от 509 000 ₽ за 59.4 м²,,консьерж
5099000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_517_m_1212_et._4218491609?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,2,51.7 м²,29.1 м²,12 из 12,лоджия,2.7 м,раздельный,во двор,косметический,,,,свободная,возможна ипотека,кирпичный,2017,,12,1,1,,открытая во дворе,10.5 м²,изолированные,,,,,,от 443 000 ₽ за 51.7 м²,,
4590000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_336_m_1415_et._7831117356?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,студия,33.6 м²,15 м²,14 из 15,лоджия,2.6 м,совмещенный,на улицу,дизайнерский,,,,свободная,возможна ипотека,монолитно-кирпичный,2025,,15,,,,открытая во дворе,,,,,,,,,,
5950000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_59_m_1010_et._7575346025?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,3,59 м²,36.8 м²,10 из 10,балкон,2.7 м,раздельный,на улицу,евро,,,,свободная,возможна ипотека,панельный,2015,,10,1,,,открытая во дворе,8.1 м²,изолированные,,,,,,,,
4100000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_30_m_224_et._7831164375?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,30 м²,15 м²,2 из 24,,,совмещенный,"во двор, на улицу",косметический,,,,свободная,возможна ипотека,кирпичный,2024,,24,,,,открытая во дворе,9 м²,,,,,,,,,
4200000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_377_m_15_et._7660900219?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,37.7 м²,,1 из 5,балкон,2.5 м,раздельный,во двор,косметический,,,,свободная,возможна ипотека,кирпичный,2012,,5,,,,открытая во дворе,9 м²,,,,,,,,,
4690000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_288_m_35_et._7737086963?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,28.8 м²,16.5 м²,3 из 5,балкон,2.5 м,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,панельный,1966,,5,нет,нет,,открытая во дворе,5.7 м²,,,,,,,от 247 000 ₽ за 28.8 м²,,
3300000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_326_m_210_et._7672574374?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,студия,32.6 м²,20.4 м²,2 из 10,лоджия,,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,панельный,2016,,10,1,нет,,,,,,,,,,от 279 000 ₽ за 32.6 м²,,
6800000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_29_m_2025_et._7596484144?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,студия,29 м²,,20 из 25,балкон,2.7 м,совмещенный,во двор,евро,,,,свободная,возможна ипотека,монолитно-кирпичный,2019,,25,1,1,,,,,,,,,,,,
5950000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_32_m_35_et._7532308767?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,32 м²,20 м²,3 из 5,,2.5 м,совмещенный,,косметический,,,,свободная,возможна ипотека,панельный,1966,,5,,,,открытая во дворе,5 м²,,,,,,,,,
6663000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_499_m_810_et._7596354669?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,2,49.9 м²,,8 из 10,лоджия,2.6 м,,,косметический,,,,свободная,возможна ипотека,панельный,1993,,10,1,,,открытая во дворе,9 м²,изолированные,,,,,,,,
6000000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_576_m_33_et._4857621288?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,2,57.6 м²,33.5 м²,3 из 3,балкон,2.8 м,совмещенный,,евро,,,,свободная,возможна ипотека,кирпичный,2018,,3,нет,нет,,,10 м²,изолированные,,,,,,,,газ
2100000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_175_m_55_et._7735084497?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,студия,17.5 м²,10 м²,5 из 5,,,совмещенный,на улицу,евро,,,,свободная,возможна ипотека,панельный,2024,,5,,,,открытая во дворе,,,,,,,,,,
1700000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_227_m_111_et._4857795393?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,студия,22.7 м²,15 м²,1 из 11,,,совмещенный,на улицу,косметический,,,,свободная,,кирпичный,2014,,11,1,,,открытая во дворе,,,,,,,,,,
3500000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_587_m_25_et._7769354479?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,3,58.7 м²,38.7 м²,2 из 5,балкон,2.5 м,раздельный,,требует ремонта,,,,свободная,возможна ипотека,панельный,1990,,5,нет,нет,,открытая во дворе,7.1 м²,изолированные,,,,,,от 822 000 ₽ за 58.7 м²,,
6980000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_303_m_2225_et._7385038824?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,30.3 м²,8 м²,22 из 25,лоджия,2.7 м,совмещенный,,евро,,,,свободная,возможна ипотека,кирпичный,2021,,25,1,2,,подземная,13.5 м²,,,,,,,,,
3700000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_305_m_19_et._7575162523?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVmc4RWdGV05vSXY0dkVkIjt9vObY9T8AAAA,1,30.5 м²,18 м²,1 из 9,,,совмещенный,"во двор, на улицу",дизайнерский,,,,свободная,возможна ипотека,панельный,1982,,9,1,,,открытая во дворе,6 м²,,,,,,,,,
8100000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_619_m_89_et._7801300043?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,3,61.9 м²,42.4 м²,8 из 9,лоджия,,раздельный,на улицу,евро,,,,свободная,возможна ипотека,панельный,2000,,9,,,,,7 м²,смежные,,,,,,,,
4100000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_364_m_317_et._4314004250?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,1,36.4 м²,18 м²,3 из 17,лоджия,2.6 м,совмещенный,на улицу,евро,,,,свободная,,панельный,2017,,17,1,1,,открытая во дворе,8 м²,,,,,,,,,
10000000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_73_m_316_et._4858031024?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,2,73 м²,34.4 м²,3 из 16,балкон,2.7 м,совмещенный,на улицу,дизайнерский,,,,свободная,возможна ипотека,кирпичный,2011,,16,1,,,подземная,9.7 м²,изолированные,,,,,,,,
3400000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_448_m_35_et._7705257975?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,2,44.8 м²,27.9 м²,3 из 5,балкон,2.7 м,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,кирпичный,1978,,5,,,,открытая во дворе,5.5 м²,изолированные,,,,,,,,
