Цена,Ссылка,Количество комнат,Общая площадь,Жилая площадь,Этаж,Балкон или лоджия,Высота потолков,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Запланирован снос,Этажей в доме,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Площадь кухни,Тип комнат,Отделка,Название новостройки,Тип участия,Срок сдачи,"Корпус, строение",Стоимость ремонта,Дополнительно,В доме
12990000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_58_m_49_et._7533530685?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYckhDS2lsbkRObXVVRnNtIjt9o8paYT8AAAA,2,58 м²,26 м²,4 из 9,балкон,,совмещенный,во двор,евро,,"кухня, хранение одежды",холодильник,свободная,,кирпичный,2017,,9,1,1,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",14.5 м²,изолированные,,,,,,,,
4450000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_335_m_1527_et._7321907642?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYckhDS2lsbkRObXVVRnNtIjt9o8paYT8AAAA,студия,33.5 м²,14 м²,15 из 27,лоджия,2.7 м,совмещенный,"на улицу, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,монолитно-кирпичный,2023,,27,1,1,"закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",,,,,,,,от 287 000 ₽ за 33.5 м²,,
15000000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_1025_m_55_et._4139854099?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYckhDS2lsbkRObXVVRnNtIjt9o8paYT8AAAA,3,102.5 м²,,5 из 5,лоджия,5.7 м,совмещенный,"во двор, на улицу, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,кирпичный,2014,,5,нет,нет,"закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",50 м²,изолированные,,,,,,,"гардеробная, панорамные окна",
5500000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_37_m_211_et._4276928952?context=H4sIAAAAAAAA_wFzAIz_YTozOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MToieCI7czozMToiM3k3c3Zka3JzZTB5Yzg5YW5pNGs0MG5idnQwb3FnZyI7fW-SP_FzAAAA,1,37 м²,26 м²,2 из 11,лоджия,,совмещенный,во двор,требует ремонта,,,,свободная,возможна ипотека,панельный,2021,,11,1,1,,,9 м²,,,,,,,,,
12500000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_106_m_35_et._7427543429?context=H4sIAAAAAAAA_wFzAIz_YTozOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MToieCI7czozMToiM3k3c3Zka3JzZTB5Yzg5YW5pNGs0MG5idnQwb3FnZyI7fW-SP_FzAAAA,3,106 м²,58.3 м²,3 из 5,лоджия,,,"во двор, на улицу",косметический,,,,свободная,,кирпичный,,,5,,,,,16.5 м²,изолированные,,,,,,от 909 000 ₽ за 106 м²,,
12000000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_504_m_916_et._7331770814?context=H4sIAAAAAAAA_wFzAIz_YTozOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MToieCI7czozMToiM3k3c3Zka3JzZTB5Yzg5YW5pNGs0MG5idnQwb3FnZyI7fW-SP_FzAAAA,1,50.4 м²,16 м²,9 из 16,балкон,2.9 м,совмещенный,во двор,дизайнерский,,,,свободная,,кирпичный,2015,,16,,,,,20 м²,,,,,,,,,
5900000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_27_m_420_et._7654034551?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYckhDS2lsbkRObXVVRnNtIjt9o8paYT8AAAA,студия,27 м²,19 м²,4 из 20,лоджия,3 м,совмещенный,во двор,дизайнерский,,"кухня, хранение одежды","кондиционер, стиральная машина",свободная,,кирпичный,2016,,20,1,1,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",,,,,,,,,панорамные окна,
4500000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_725_m_22_et._7316569846?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYckhDS2lsbkRObXVVRnNtIjt9o8paYT8AAAA,3,72.5 м²,,2 из 2,,3.1 м,раздельный,"во двор, на улицу",косметический,,,,свободная,,кирпичный,1956,,2,нет,нет,детская площадка,,9.2 м²,изолированные,,,,,,,,
2800000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_257_m_22_et._7771873884?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYckhDS2lsbkRObXVVRnNtIjt9o8paYT8AAAA,1,25.7 м²,16 м²,2 из 2,,2.7 м,совмещенный,во двор,косметический,,"кухня, спальные места",,свободная,возможна ипотека,кирпичный,1970,,2,нет,нет,детская площадка,открытая во дворе,5.6 м²,,,,,,,от 220 000 ₽ за 25.7 м²,,
5200000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_608_m_55_et._7703845598?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYckhDS2lsbkRObXVVRnNtIjt9o8paYT8AAAA,3,60.8 м²,37.9 м²,5 из 5,лоджия,2.5 м,раздельный,на улицу,требует ремонта,,,,свободная,возможна ипотека,кирпичный,1969,,5,,,,открытая во дворе,13.6 м²,изолированные,,,,,,,,
7500000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_61_m_39_et._7760527787?context=H4sIAAAAAAAA_wFzAIz_YTozOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MToieCI7czozMToiM3k3c3Zka3JzZTB5Yzg5YW5pNGs0MG5idnQwb3FnZyI7fW-SP_FzAAAA,3,61 м²,36 м²,3 из 9,лоджия,2.6 м,раздельный,"во двор, на улицу",требует ремонта,,,,свободная,,кирпичный,1981,,9,,,,,7 м²,изолированные,,,,,,,,
33500000.0,https://www.avito.ru/novosibirsk/kvartiry/4-k._kvartira_1187_m_46_et._7831306875?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYckhDS2lsbkRObXVVRnNtIjt9o8paYT8AAAA,4,118.7 м²,65.4 м²,4 из 6,лоджия,2.7 м,раздельный,на улицу,дизайнерский,,,,свободная,возможна ипотека,монолитно-кирпичный,2018,,6,,1,,подземная,20 м²,изолированные,,,,,,,,
6600000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_383_m_1522_et._7831225990?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYckhDS2lsbkRObXVVRnNtIjt9o8paYT8AAAA,1,38.3 м²,17 м²,15 из 22,лоджия,,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,кирпичный,2014,,22,1,1,,открытая во дворе,11 м²,,,,,,,,,
6537200.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_554_m_1316_et._7297410219?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYckhDS2lsbkRObXVVRnNtIjt9o8paYT8AAAA,2,55.4 м²,,13 из 16,лоджия,,раздельный,на улицу,,,,,,,монолитный,,,16,,,,,10.5 м²,,без отделки,ЖК «Столетов» (Второй дом),ДДУ по ФЗ 214,Сдача в 4 кв. 2026,,,,
3970000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_433_m_55_et._7652444372?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYckhDS2lsbkRObXVVRnNtIjt9o8paYT8AAAA,2,43.3 м²,26 м²,5 из 5,балкон,,раздельный,во двор,евро,есть,,водонагреватель,свободная,возможна ипотека,панельный,1973,,5,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,6.8 м²,изолированные,,,,,,,гардеробная,
4150000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_373_m_1017_et._7572009600?context=H4sIAAAAAAAA_wFzAIz_YTozOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MToieCI7czozMToiM3k3c3Zka3JzZTB5Yzg5YW5pNGs0MG5idnQwb3FnZyI7fW-SP_FzAAAA,2,37.3 м²,18 м²,10 из 17,,,,,требует ремонта,,,,свободная,возможна ипотека,панельный,,,17,,,,,11 м²,"изолированные, смежные",,,,,,,,
12200000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_1013_m_717_et._7607326781?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYckhDS2lsbkRObXVVRnNtIjt9o8paYT8AAAA,3,101.3 м²,65 м²,7 из 17,,,"совмещенный, раздельный",на улицу,дизайнерский,,,,свободная,возможна ипотека,кирпичный,2008,,17,,,,открытая во дворе,12.2 м²,изолированные,,,,,,,,
4300000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_285_m_25_et._7810242937?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5bVBsRmVUT0xSQzZhc3VrIjt92AmprT8AAAA,1,28.5 м²,15 м²,2 из 5,балкон,2.5 м,совмещенный,на улицу,евро,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,панельный,1977,,5,нет,нет,детская площадка,за шлагбаумом во дворе,6 м²,,,,,,,,,
22500000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_573_m_724_et._4608241240?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5bVBsRmVUT0xSQzZhc3VrIjt92AmprT8AAAA,2,57.3 м²,,7 из 24,лоджия,3 м,совмещенный,на улицу,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,монолитно-кирпичный,2023,,24,2,1,"закрытая территория, детская площадка, спортивная площадка",подземная,10 м²,смежные,,,,,,,гардеробная,
4800000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_574_m_45_et._7764069881?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5bVBsRmVUT0xSQzZhc3VrIjt92AmprT8AAAA,3,57.4 м²,38.1 м²,4 из 5,лоджия,2.7 м,раздельный,"во двор, на улицу",косметический,,"кухня, хранение одежды",,альтернативная,возможна ипотека,панельный,1975,,5,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,6.9 м²,изолированные,,,,,,от 492 000 ₽ за 57.4 м²,гардеробная,
12300000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_638_m_1717_et._7761047318?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5bVBsRmVUT0xSQzZhc3VrIjt92AmprT8AAAA,2,63.8 м²,,17 из 17,,,,на улицу,,,,,,,монолитно-кирпичный,,,17,,,,,,изолированные,чистовая,ЖК «Расцветай на Красном»,ДДУ по ФЗ 214,Сдача в 1 кв. 2026,Дом 6,,,
6999000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_38_m_225_et._7750803851?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5bVBsRmVUT0xSQzZhc3VrIjt92AmprT8AAAA,1,38 м²,18.5 м²,2 из 25,лоджия,2.7 м,совмещенный,"во двор, на солнечную сторону",дизайнерский,,"кухня, хранение одежды",,свободная,,кирпичный,2014,,25,2,2,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,9.2 м²,,,,,,,,гардеробная,консьерж
8450000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_74_m_33_et._7785729649?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5bVBsRmVUT0xSQzZhc3VrIjt92AmprT8AAAA,3,74 м²,58 м²,3 из 3,балкон,2.7 м,раздельный,"во двор, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, водонагреватель",свободная,,кирпичный,1933,,3,,,детская площадка,открытая во дворе,6.5 м²,изолированные,,,,,,,,
3590000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_299_m_19_et._7801633240?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5bVBsRmVUT0xSQzZhc3VrIjt92AmprT8AAAA,1,29.9 м²,16.7 м²,1 из 9,лоджия,2.5 м,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,панельный,1974,,9,1,,,открытая во дворе,6.5 м²,,,,,,,,,
13000000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_755_m_225_et._7761826524?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5bVBsRmVUT0xSQzZhc3VrIjt92AmprT8AAAA,3,755 м²,50 м²,2 из 25,лоджия,3 м,раздельный,"во двор, на улицу",косметический,есть,"кухня, хранение одежды, спальные места",,свободная,,монолитно-кирпичный,2022,,25,2,2,"детская площадка, спортивная площадка",открытая во дворе,18 м²,изолированные,,,,,,от 6 471 000 ₽ за 755 м²,гардеробная,
9630000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._apartamenty_535_m_614_et._7599262909?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5bVBsRmVUT0xSQzZhc3VrIjt92AmprT8AAAA,2,53.5 м²,,6 из 14,,,,,,,,,,,кирпичный,,,14,,,,,5.2 м²,"изолированные, смежные",без отделки,Апартаменты «МАКИ»,другое,Сдан 2 кв. 2025,,,,
10620000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._apartamenty_59_m_614_et._7599318860?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5bVBsRmVUT0xSQzZhc3VrIjt92AmprT8AAAA,2,59 м²,,6 из 14,,,,на улицу,,,,,,,кирпичный,,,14,,,,,4.1 м²,"изолированные, смежные",без отделки,Апартаменты «МАКИ»,другое,Сдан 2 кв. 2025,,,,
7150000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_303_m_525_et._4416096301?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5bVBsRmVUT0xSQzZhc3VrIjt92AmprT8AAAA,студия,30.3 м²,,5 из 25,,,,,,,,,,,монолитный,,,25,,,,,,,,ЖК «Сакура парк»,ДДУ по ФЗ 214,Сдача в 4 кв. 2026,Дом 3,,,
2885000.0,https://www.avito.ru/novosibirsk/kvartiry/apartamenty-studiya_242_m_23_et._7596721097?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5bVBsRmVUT0xSQzZhc3VrIjt92AmprT8AAAA,студия,24.2 м²,18.8 м²,2 из 3,,3.2 м,раздельный,"во двор, на солнечную сторону",косметический,,"кухня, спальные места","холодильник, стиральная машина, водонагреватель",свободная,возможна ипотека,кирпичный,1968,,3,нет,1,закрытая территория,за шлагбаумом во дворе,,,,,,,,от 207 000 ₽ за 24.2 м²,гардеробная,консьерж
4390000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_31_m_25_et._7737897794?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5bVBsRmVUT0xSQzZhc3VrIjt92AmprT8AAAA,1,31 м²,17 м²,2 из 5,балкон,2.5 м,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,панельный,1970,,5,,,,открытая во дворе,6 м²,,,,,,,,,
4100000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_244_m_1013_et._7798247210?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5bVBsRmVUT0xSQzZhc3VrIjt92AmprT8AAAA,студия,24.4 м²,14 м²,10 из 13,лоджия,2.7 м,совмещенный,"на улицу, на солнечную сторону",косметический,,"кухня, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,кирпичный,2021,,13,1,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,,,,,,,от 209 000 ₽ за 24.4 м²,панорамные окна,
