Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Дополнительно,Тип комнат,Высота потолков,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Способ продажи,Вид сделки,Тип дома,Год постройки,Этажей в доме,Пассажирский лифт,Грузовой лифт,В доме,Двор,Парковка,Техника,Отделка,Название новостройки,Тип участия,Срок сдачи,Стоимость ремонта,Запланирован снос,"Корпус, строение"
6900000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_426_m_1520_et._7453262041?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNW1Od2gwVkR6ZWtReHNJIjt9vtWnnz8AAAA,1,42.6 м²,19.5 м²,12.7 м²,15 из 20,,,,2.7 м,совмещенный,,,,,переуступка,возможна ипотека,монолитный,,20,1,1,,"закрытая территория, детская площадка, спортивная площадка",,,предчистовая,,,,от 260 000 ₽ за 42.6 м²,,
5350000.0,https://www.avito.ru/kazan/kvartiry/kvartira-studiya_31_m_519_et._7786771409?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNW1Od2gwVkR6ZWtReHNJIjt9vtWnnz8AAAA,студия,31 м²,,20 м²,5 из 19,лоджия,,,2.7 м,совмещенный,"во двор, на солнечную сторону",косметический,,"кухня, хранение одежды",свободная,возможна ипотека,монолитно-кирпичный,2016,19,1,1,,"детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",,,,,,от 142 000 ₽ за 31 м²,,
11500000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_42_m_1820_et._7428258406?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNW1Od2gwVkR6ZWtReHNJIjt9vtWnnz8AAAA,1,42 м²,9 м²,20 м²,18 из 20,лоджия,"гардеробная, панорамные окна",,2.8 м,совмещенный,"во двор, на солнечную сторону",дизайнерский,,,свободная,возможна ипотека,монолитно-кирпичный,2021,20,1,1,,"закрытая территория, детская площадка, спортивная площадка","наземная многоуровневая, за шлагбаумом во дворе",,,,,,,,
16500000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_829_m_412_et._7720147158?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNW1Od2gwVkR6ZWtReHNJIjt9vtWnnz8AAAA,2,82.9 м²,12.5 м²,45 м²,4 из 12,балкон,,изолированные,2.7 м,"совмещенный, раздельный","во двор, на улицу",дизайнерский,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2014,12,1,1,,"закрытая территория, детская площадка","подземная, открытая во дворе","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",,,,,,,
16850000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_947_m_1216_et._7530972918?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNW1Od2gwVkR6ZWtReHNJIjt9vtWnnz8AAAA,3,94.7 м²,15 м²,51.8 м²,12 из 16,"балкон, лоджия",,изолированные,2.6 м,"совмещенный, раздельный",на улицу,евро,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,монолитный,2010,16,1,1,,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,"холодильник, стиральная машина, посудомоечная машина",,,,,,,
19950000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_952_m_49_et._7249893395?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNW1Od2gwVkR6ZWtReHNJIjt9vtWnnz8AAAA,3,95.2 м²,14.4 м²,49 м²,4 из 9,лоджия,,изолированные,2.7 м,совмещенный,"во двор, на улицу",косметический,,,свободная,,кирпичный,2011,9,,1,,"детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",,,,,,от 435 000 ₽ за 95.2 м²,,
6490000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_433_m_55_et._7352805321?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNW1Od2gwVkR6ZWtReHNJIjt9vtWnnz8AAAA,2,43.3 м²,6 м²,34 м²,5 из 5,балкон,гардеробная,смежные,2.7 м,совмещенный,"во двор, на солнечную сторону",косметический,,хранение одежды,свободная,возможна ипотека,кирпичный,1963,5,,,газ,,открытая во дворе,,,,,,от 198 000 ₽ за 43.3 м²,,
5190000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_51_m_33_et._2688720954?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNW1Od2gwVkR6ZWtReHNJIjt9vtWnnz8AAAA,2,51 м²,9.2 м²,28.2 м²,3 из 3,балкон,,изолированные,,раздельный,,косметический,,кухня,свободная,,кирпичный,1946,3,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,,,,,от 233 000 ₽ за 51 м²,,
4670000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_469_m_13_et._7328931391?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNW1Od2gwVkR6ZWtReHNJIjt9vtWnnz8AAAA,2,46.9 м²,13 м²,30 м²,1 из 3,,,изолированные,2.7 м,совмещенный,во двор,евро,,"кухня, хранение одежды",свободная,возможна ипотека,панельный,2019,3,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,водонагреватель,,,,,,,
16699000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_75_m_716_et._7648866893?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNW1Od2gwVkR6ZWtReHNJIjt9vtWnnz8AAAA,3,75 м²,15 м²,,7 из 16,,панорамные окна,"изолированные, смежные",,раздельный,,дизайнерский,есть,"кухня, хранение одежды",свободная,возможна ипотека,монолитный,2011,16,1,1,,детская площадка,открытая во дворе,"кондиционер, холодильник, посудомоечная машина",,,,,,,
9800000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_53_m_410_et._7750746792?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNW1Od2gwVkR6ZWtReHNJIjt9vtWnnz8AAAA,2,53 м²,9 м²,32 м²,4 из 10,лоджия,,изолированные,2.6 м,раздельный,во двор,дизайнерский,есть,"кухня, хранение одежды, спальные места",свободная,,панельный,1995,10,1,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,"холодильник, стиральная машина, посудомоечная машина",,,,,,,
18000000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_832_m_910_et._7724075035?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNW1Od2gwVkR6ZWtReHNJIjt9vtWnnz8AAAA,3,83.2 м²,14.6 м²,40.9 м²,9 из 10,лоджия,,изолированные,2.8 м,"совмещенный, раздельный","во двор, на улицу, на солнечную сторону",требует ремонта,,,свободная,возможна ипотека,кирпичный,2021,10,нет,1,газ,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",,,,,,от 416 000 ₽ за 83.2 м²,,
11600000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_53_m_410_et._4231961489?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNW1Od2gwVkR6ZWtReHNJIjt9vtWnnz8AAAA,2,53 м²,10.5 м²,27 м²,4 из 10,лоджия,панорамные окна,изолированные,2.7 м,раздельный,"во двор, на улицу",евро,,кухня,свободная,,монолитно-кирпичный,2021,10,1,1,газ,"закрытая территория, детская площадка",за шлагбаумом во дворе,,,,,,,,
14000000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_586_m_1416_et._7787488826?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNW1Od2gwVkR6ZWtReHNJIjt9vtWnnz8AAAA,2,58.6 м²,12 м²,,14 из 16,"балкон, лоджия",панорамные окна,изолированные,,совмещенный,"во двор, на улицу",евро,,кухня,свободная,возможна ипотека,монолитно-кирпичный,2022,16,1,1,,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,"кондиционер, посудомоечная машина",,,,,,,
7850000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_355_m_1124_et._7754026523?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,1,35.5 м²,17.4 м²,,11 из 24,,,,2.7 м,совмещенный,"на улицу, на солнечную сторону",,,,переуступка,,монолитно-кирпичный,,,2,1,,"закрытая территория, детская площадка, спортивная площадка","подземная, наземная многоуровневая",,предчистовая,Сиберово,ДДУ по ФЗ 214,Сдача в 4 кв. 2027,от 216 000 ₽ за 35.5 м²,,ЖК «Адали»
3449000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_22_m_55_et._7442713154?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,1,22 м²,10.5 м²,8.2 м²,5 из 5,балкон,,,,совмещенный,,евро,,кухня,свободная,,кирпичный,1977,5,нет,нет,газ,детская площадка,открытая во дворе,"холодильник, стиральная машина",,,,,,,
8500000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_405_m_1721_et._3998525232?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,1,40.5 м²,5.1 м²,21.9 м²,17 из 21,лоджия,,,,совмещенный,"во двор, на улицу",евро,,,свободная,возможна ипотека,монолитно-кирпичный,2021,21,1,,,,,холодильник,,,,,,,
8779000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_48_m_55_et._4644185444?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,2,48 м²,5 м²,26 м²,5 из 5,балкон,,изолированные,,раздельный,"во двор, на улицу",евро,,,свободная,возможна ипотека,кирпичный,,5,нет,нет,газ,,,,,,,,,,
5550000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_34_m_45_et._7496229147?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,1,34 м²,7 м²,18.4 м²,4 из 5,балкон,,,2.6 м,совмещенный,на улицу,косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,1998,5,нет,нет,,"детская площадка, спортивная площадка",открытая во дворе,"холодильник, стиральная машина",,,,,от 155 000 ₽ за 34 м²,,
16650000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_695_m_1019_et._7366930306?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,2,69.5 м²,17.2 м²,36.6 м²,10 из 19,лоджия,гардеробная,изолированные,2.7 м,совмещенный,"во двор, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места",альтернативная,возможна ипотека,монолитно-кирпичный,2019,19,1,1,,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе","кондиционер, холодильник",,,,,,,
7700000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_776_m_1519_et._3347718184?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,3,77.6 м²,13.1 м²,44.5 м²,15 из 19,балкон,,изолированные,,раздельный,"во двор, на улицу",косметический,,кухня,свободная,возможна ипотека,монолитно-кирпичный,,19,2,,,"детская площадка, спортивная площадка",открытая во дворе,водонагреватель,,,,,от 355 000 ₽ за 77.6 м²,,
7150000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_502_m_1010_et._7778760767?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,2,50.2 м²,8 м²,25 м²,10 из 10,"балкон, лоджия",,изолированные,2.6 м,совмещенный,на улицу,требует ремонта,,,свободная,возможна ипотека,панельный,2000,10,1,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,,,,,от 251 000 ₽ за 50.2 м²,,
20500000.0,https://www.avito.ru/kazan/kvartiry/kvartira-studiya_552_m_46_et._7692829028?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,студия,55.2 м²,,40 м²,4 из 6,,гардеробная,,3.1 м,раздельный,на улицу,дизайнерский,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2010,6,1,нет,газ,закрытая территория,за шлагбаумом во дворе,"кондиционер, холодильник, стиральная машина, водонагреватель",,,,,,,
8300000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_347_m_211_et._7787287892?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,1,34.7 м²,6 м²,20.4 м²,2 из 11,,,,2.6 м,совмещенный,"во двор, на улицу",косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2009,11,1,,газ,,открытая во дворе,"кондиционер, холодильник, водонагреватель",,,,,от 159 000 ₽ за 34.7 м²,,
6800000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_392_m_1519_et._7620435763?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,1,39.2 м²,9.2 м²,20 м²,15 из 19,балкон,панорамные окна,,2.7 м,совмещенный,во двор,евро,есть,кухня,альтернативная,возможна ипотека,монолитно-кирпичный,2019,19,1,1,,"детская площадка, спортивная площадка",открытая во дворе,"кондиционер, водонагреватель",,,,,,,
4190000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_446_m_33_et._7719436083?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,1,44.6 м²,13.7 м²,13.2 м²,3 из 3,,,,,совмещенный,на улицу,косметический,,"кухня, спальные места",свободная,возможна ипотека,панельный,2019,3,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,"холодильник, стиральная машина",,,,,от 204 000 ₽ за 44.6 м²,,
2850000.0,https://www.avito.ru/kazan/kvartiry/kvartira-studiya_13_m_55_et._7746085720?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,студия,13 м²,,,5 из 5,балкон,,,,совмещенный,во двор,евро,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,1962,5,нет,нет,,детская площадка,открытая во дворе,водонагреватель,,,,,,,
6700000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_44_m_99_et._7772783719?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,2,44 м²,8.2 м²,29.8 м²,9 из 9,балкон,гардеробная,изолированные,,раздельный,на солнечную сторону,требует ремонта,,,свободная,возможна ипотека,блочный,1973,9,1,,,"детская площадка, спортивная площадка",открытая во дворе,,,,,,от 220 000 ₽ за 44 м²,,
6800000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_305_m_25_et._7739010108?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,1,30.5 м²,6.3 м²,16.3 м²,2 из 5,балкон,,,2.5 м,совмещенный,,дизайнерский,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,панельный,1971,5,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,стиральная машина,,,,,,,
13500000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_406_m_2325_et._7734270151?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,1,40.6 м²,11.1 м²,14.6 м²,23 из 25,лоджия,"гардеробная, панорамные окна",,2.7 м,совмещенный,на улицу,дизайнерский,есть,"кухня, хранение одежды, спальные места",свободная,,монолитно-кирпичный,2023,25,2,2,,"детская площадка, спортивная площадка","подземная, открытая во дворе","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",,,,,,,
12350000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_38_m_1319_et._7222492333?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,1,38 м²,12 м²,20 м²,13 из 19,лоджия,панорамные окна,,2.9 м,совмещенный,"во двор, на улицу",дизайнерский,,"кухня, хранение одежды",свободная,возможна ипотека,монолитный,2024,19,1,1,консьерж,"закрытая территория, детская площадка, спортивная площадка","подземная, наземная многоуровневая, открытая во дворе","кондиционер, стиральная машина, водонагреватель",,,,,,,
7761500.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_361_m_79_et._7759300370?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,1,36.1 м²,10.2 м²,,7 из 9,балкон,,,2.7 м,совмещенный,"на улицу, на солнечную сторону",требует ремонта,,,свободная,возможна ипотека,кирпичный,2025,9,1,1,,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",,,,,,от 181 000 ₽ за 36.1 м²,,
19780000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_1148_m_66_et._4414538352?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,3,114.8 м²,17.3 м²,58.3 м²,6 из 6,,,изолированные,3.2 м,раздельный,на улицу,евро,есть,"кухня, хранение одежды, спальные места",свободная,,кирпичный,2002,6,нет,нет,газ,детская площадка,открытая во дворе,"кондиционер, холодильник, стиральная машина, посудомоечная машина",,,,,,,
11699000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_511_m_1617_et._7813696387?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,2,51.1 м²,15 м²,23 м²,16 из 17,лоджия,,смежные,2.8 м,совмещенный,"на улицу, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места",свободная,,монолитно-кирпичный,2017,17,1,1,,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе, за шлагбаумом во дворе","холодильник, стиральная машина, водонагреватель",,,,,,,
11800000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_50_m_2525_et._7767117047?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,2,50 м²,15 м²,25 м²,25 из 25,,панорамные окна,изолированные,2.6 м,совмещенный,"на улицу, на солнечную сторону",дизайнерский,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,монолитно-кирпичный,2021,25,2,2,,"закрытая территория, детская площадка, спортивная площадка",подземная,"кондиционер, холодильник, стиральная машина, водонагреватель",,,,,,,
8190000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_526_m_512_et._7466327385?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,2,52.6 м²,19.9 м²,,5 из 12,,,,2.7 м,раздельный,"на улицу, на солнечную сторону",,,,переуступка,возможна ипотека,монолитно-кирпичный,,12,1,1,,"детская площадка, спортивная площадка",наземная многоуровневая,,предчистовая,Матюшино парк,ДДУ по ФЗ 214,Сдача в 1 кв. 2027,от 321 000 ₽ за 52.6 м²,,Корпус 1
7950000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_401_m_15_et._7562824989?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,2,40.1 м²,6 м²,25.4 м²,1 из 5,,,смежные,,раздельный,во двор,евро,,,свободная,возможна ипотека,кирпичный,1972,5,,,,,открытая во дворе,,,,,,,,
11200000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_567_m_610_et._3971983354?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,2,56.7 м²,10.4 м²,26 м²,6 из 10,балкон,,изолированные,2.7 м,раздельный,"во двор, на улицу, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2021,10,4,4,,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,"кондиционер, холодильник, стиральная машина, посудомоечная машина",,,,,,,
5490000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_30_m_55_et._7592649060?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,1,30 м²,6 м²,20 м²,5 из 5,балкон,,,,совмещенный,во двор,косметический,,"кухня, хранение одежды, спальные места",свободная,,панельный,,5,,,газ,детская площадка,,холодильник,,,,,от 137 000 ₽ за 30 м²,,
6580000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_342_m_79_et._7658462186?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,1,34.2 м²,6.2 м²,18.1 м²,7 из 9,лоджия,гардеробная,,2.7 м,совмещенный,"во двор, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,панельный,1984,9,1,1,газ,"детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе","кондиционер, холодильник, стиральная машина",,,,,от 156 000 ₽ за 34.2 м²,,
12000000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_50_m_89_et._7776217664?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,1,50 м²,13 м²,19 м²,8 из 9,лоджия,,,2.8 м,совмещенный,,косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2012,9,1,нет,газ,"закрытая территория, детская площадка",за шлагбаумом во дворе,холодильник,,,,,от 229 000 ₽ за 50 м²,,
8100000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_625_m_15_et._7694250366?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,3,62.5 м²,9.4 м²,50 м²,1 из 5,лоджия,гардеробная,изолированные,2.7 м,раздельный,"во двор, на улицу, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места",свободная,,кирпичный,1991,5,нет,нет,,"детская площадка, спортивная площадка",открытая во дворе,,,,,,от 286 000 ₽ за 62.5 м²,,
7900000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_357_m_1016_et._7786004155?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrVGI3V0FFdG9KRUVGRUNXIjt9yIzhYD8AAAA,1,35.7 м²,13.9 м²,14.4 м²,10 из 16,балкон,,,2.6 м,совмещенный,во двор,косметический,,,свободная,возможна ипотека,кирпичный,2008,16,1,1,,детская площадка,открытая во дворе,,,,,,от 163 000 ₽ за 35.7 м²,,
