Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Дополнительно,Тип комнат,Высота потолков,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Способ продажи,Вид сделки,Тип дома,Год постройки,Этажей в доме,Пассажирский лифт,Грузовой лифт,В доме,Двор,Парковка,Техника,Отделка,Название новостройки,Тип участия,Срок сдачи,Стоимость ремонта,Запланирован снос,"Корпус, строение"
9099000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_46_m_216_et._7637642178?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,1,46 м²,14 м²,17 м²,2 из 16,лоджия,,,2.7 м,совмещенный,"во двор, на улицу",косметический,,,свободная,,кирпичный,2011,16,1,,,закрытая территория,открытая во дворе,,,,,,,,
8650000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_488_m_46_et._7700594682?context=H4sIAAAAAAAA_wFzAIz_YTozOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MToieCI7czozMToieWN1YTRvNjFzYzR1dzhrMXM2bmF4czM3eTI2eTV0NyI7fQVVqCtzAAAA,1,48.8 м²,12.5 м²,23 м²,4 из 6,балкон,,,2.7 м,совмещенный,на улицу,евро,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2005,6,нет,нет,газ,"закрытая территория, детская площадка",за шлагбаумом во дворе,,,,,,,,
15750000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_70_m_1625_et._7737331970?context=H4sIAAAAAAAA_wFzAIz_YTozOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MToieCI7czozMToieWN1YTRvNjFzYzR1dzhrMXM2bmF4czM3eTI2eTV0NyI7fQVVqCtzAAAA,2,70 м²,13 м²,37 м²,16 из 25,балкон,"гардеробная, панорамные окна",изолированные,2.8 м,совмещенный,во двор,дизайнерский,есть,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,монолитно-кирпичный,2022,25,1,1,консьерж,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",,,,,,,
9499000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_63_m_49_et._7742210981?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,3,63 м²,7.8 м²,41.2 м²,4 из 9,лоджия,,изолированные,2.6 м,совмещенный,"во двор, на улицу",косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,1982,9,1,нет,газ,,,,,,,,от 288 000 ₽ за 63 м²,,
12600000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_593_m_29_et._7591981413?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,2,59.3 м²,10 м²,32 м²,2 из 9,,,изолированные,2.7 м,раздельный,,требует ремонта,,,свободная,возможна ипотека,кирпичный,2008,9,1,1,газ,"закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",,,,,,от 297 000 ₽ за 59.3 м²,,
17267000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_557_m_815_et._7771018521?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,2,55.7 м²,16.7 м²,24.5 м²,8 из 15,балкон,,изолированные,2.7 м,совмещенный,во двор,,,,договор долевого участия,возможна ипотека,монолитный,,15,1,,,"детская площадка, спортивная площадка",подземная,,без отделки,Ботаническая 3,ДДУ по ФЗ 214,Сдача в 1 кв. 2030,,,Корпус 2
10950000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_395_m_816_et._7390900353?context=H4sIAAAAAAAA_wFzAIz_YTozOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MToieCI7czozMToieWN1YTRvNjFzYzR1dzhrMXM2bmF4czM3eTI2eTV0NyI7fQVVqCtzAAAA,1,39.5 м²,10.4 м²,20 м²,8 из 16,лоджия,,,,совмещенный,на улицу,дизайнерский,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2009,16,1,1,,,,,,,,,,,
5100000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_29_m_19_et._7817878021?context=H4sIAAAAAAAA_wFzAIz_YTozOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MToieCI7czozMToieWN1YTRvNjFzYzR1dzhrMXM2bmF4czM3eTI2eTV0NyI7fQVVqCtzAAAA,1,29 м²,9 м²,12 м²,1 из 9,,,,,совмещенный,во двор,косметический,,"кухня, хранение одежды",свободная,возможна ипотека,кирпичный,1993,9,1,,газ,"детская площадка, спортивная площадка",открытая во дворе,кондиционер,,,,,от 133 000 ₽ за 29 м²,,
8710000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_439_m_26_et._4130315894?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,1,43.9 м²,15.5 м²,12.6 м²,2 из 6,лоджия,,,,совмещенный,на улицу,,,,,,монолитно-кирпичный,,6,,,,,,,без отделки,ЖК «ЭЛЕГИЯ»,другое,Сдан 3 кв. 2024,,,"3 этап (блок-секции 1, 2)"
12000000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_856_m_1318_et._7555803424?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,3,85.6 м²,15 м²,52 м²,13 из 18,балкон,гардеробная,изолированные,,раздельный,"на улицу, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2023,18,1,1,,"детская площадка, спортивная площадка",открытая во дворе,"холодильник, стиральная машина",,,,,от 391 000 ₽ за 85.6 м²,,
20700000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_954_m_510_et._4186322385?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,3,95.4 м²,21.4 м²,44.2 м²,5 из 10,,гардеробная,изолированные,,раздельный,на улицу,,,,,,кирпичный,,10,,,,,,,без отделки,ЖК «Аквамарин»,ДДУ по ФЗ 214,Сдача в 2 кв. 2026,,,Дом 3
9883986.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_459_m_45_et._4204644440?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,2,45.9 м²,5.4 м²,40.5 м²,4 из 5,балкон,,,3 м,совмещенный,,,,,,возможна ипотека,монолитно-кирпичный,,5,1,,,"детская площадка, спортивная площадка",подземная,,без отделки,ЖК «Квартал Ю»,другое,Сдан 1 кв. 2024,,,1 очередь
10800000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_718_m_210_et._7635471180?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,3,71.8 м²,10 м²,,2 из 10,,,изолированные,2.8 м,,,косметический,,,свободная,возможна ипотека,кирпичный,2009,10,1,1,,,открытая во дворе,,,,,,,,
7398000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_316_m_15_et._7656437603?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,1,31.6 м²,6.6 м²,15.9 м²,1 из 5,,,,2.6 м,совмещенный,на улицу,косметический,,"кухня, хранение одежды, спальные места",свободная,,кирпичный,1964,5,нет,нет,,,за шлагбаумом во дворе,,,,,,,,
14610000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_574_m_1826_et._4217580281?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,2,57.4 м²,17.5 м²,24.6 м²,18 из 26,,,изолированные,,раздельный,на улицу,,,,,,кирпичный,,26,,,,,,,без отделки,ЖК «Уникум на Проспекте Победы»,ДДУ по ФЗ 214,Сдача в 1 кв. 2027,,,
8100000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_571_m_722_et._7357755518?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,2,57.1 м²,18.4 м²,21.2 м²,7 из 22,лоджия,"гардеробная, панорамные окна",изолированные,2.7 м,раздельный,"во двор, на солнечную сторону",,,,переуступка,,монолитно-кирпичный,,22,3,3,,"закрытая территория, детская площадка, спортивная площадка",подземная,,предчистовая,,,,от 348 000 ₽ за 57.1 м²,,
12250000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_41_m_25_et._7710885166?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,2,41 м²,16.5 м²,18 м²,2 из 5,балкон,,изолированные,,совмещенный,"во двор, на улицу",дизайнерский,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,,5,нет,нет,,,,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",,,,,,,
9300000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_478_m_220_et._7724298360?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,2,47.8 м²,8.1 м²,27 м²,2 из 20,лоджия,,изолированные,,совмещенный,на улицу,косметический,,,альтернативная,возможна ипотека,монолитный,2020,20,1,1,,,,,,,,,от 219 000 ₽ за 47.8 м²,,
28490000.0,https://www.avito.ru/kazan/kvartiry/4-k._kvartira_1171_m_89_et._7587242682?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,4,117.1 м²,13.4 м²,71.8 м²,8 из 9,лоджия,гардеробная,изолированные,2.8 м,раздельный,"во двор, на улицу, на солнечную сторону",евро,есть,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,монолитно-кирпичный,2009,9,1,1,консьерж,"детская площадка, спортивная площадка",наземная многоуровневая,"кондиционер, холодильник, стиральная машина",,,,,,да,
3650000.0,https://www.avito.ru/kazan/kvartiry/kvartira-studiya_19_m_25_et._7765936270?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,студия,19 м²,,17.7 м²,2 из 5,,,,2.5 м,совмещенный,во двор,евро,,"кухня, хранение одежды",свободная,возможна ипотека,кирпичный,1971,5,нет,нет,,детская площадка,открытая во дворе,,,,,,,,
9999990.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_84_m_1015_et._2744328489?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,3,84 м²,15 м²,,10 из 15,"балкон, лоджия",,изолированные,,"совмещенный, раздельный",во двор,косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2001,15,1,1,,"детская площадка, спортивная площадка",открытая во дворе,"холодильник, стиральная машина",,,,,от 384 000 ₽ за 84 м²,,
7280000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_43_m_15_et._7754323972?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,2,43 м²,6 м²,,1 из 5,,"гардеробная, панорамные окна",изолированные,2.5 м,совмещенный,во двор,евро,,,свободная,возможна ипотека,панельный,1966,5,нет,нет,газ,детская площадка,открытая во дворе,,,,,,,,
35392000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_1106_m_28_et._3835293994?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkYWVnVWNId0U3T1NwdHNrIjt9OkSjvz8AAAA,3,110.6 м²,,,2 из 8,,,,,,,,,,,,кирпичный,,8,,,,,,,без отделки,ЖК «Costura Town»,ДДУ по ФЗ 214,Сдача в 1 кв. 2026,,,Дом 3
12500000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_65_m_310_et._7649593018?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBTjNra0tlOHhReGNTMFJuIjt9cvagfj8AAAA,2,65 м²,14 м²,33 м²,3 из 10,балкон,,изолированные,2.8 м,раздельный,на солнечную сторону,евро,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2010,10,4,4,газ,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе, за шлагбаумом во дворе","кондиционер, холодильник, стиральная машина, водонагреватель",,,,,,,
8700000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_471_m_810_et._7591915690?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBTjNra0tlOHhReGNTMFJuIjt9cvagfj8AAAA,2,47.1 м²,7.8 м²,28.3 м²,8 из 10,лоджия,,изолированные,,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,1989,10,1,,газ,детская площадка,открытая во дворе,"кондиционер, холодильник, посудомоечная машина",,,,,от 215 000 ₽ за 47.1 м²,,
7800000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_509_m_210_et._7385148145?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBTjNra0tlOHhReGNTMFJuIjt9cvagfj8AAAA,2,50.9 м²,11.3 м²,24 м²,2 из 10,,,изолированные,,раздельный,на улицу,,,,,,кирпичный,,10,,,,,,,без отделки,ЖК «Атмосфера»,ДДУ по ФЗ 214,Сдача в 4 кв. 2026,,,Дом 4.1
28293321.0,https://www.avito.ru/kazan/kvartiry/4-k._kvartira_116_m_19_et._7801585596?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBTjNra0tlOHhReGNTMFJuIjt9cvagfj8AAAA,4,116 м²,30.7 м²,,1 из 9,балкон,,изолированные,3 м,раздельный,во двор,требует ремонта,,,свободная,возможна ипотека,монолитно-кирпичный,2025,9,1,1,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,от 580 000 ₽ за 116 м²,,
5490000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_581_m_25_et._7800946800?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBTjNra0tlOHhReGNTMFJuIjt9cvagfj8AAAA,3,58.1 м²,5.6 м²,36.6 м²,2 из 5,,,изолированные,2.8 м,раздельный,"во двор, на улицу, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,1952,5,,,газ,детская площадка,,,,,,,от 266 000 ₽ за 58.1 м²,,
69542439.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_150_m_424_et._3441714890?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBTjNra0tlOHhReGNTMFJuIjt9cvagfj8AAAA,3,150 м²,20.4 м²,81.4 м²,4 из 24,лоджия,"гардеробная, панорамные окна",изолированные,3 м,"совмещенный, раздельный","во двор, на улицу",дизайнерский,есть,"кухня, хранение одежды",свободная,возможна ипотека,монолитно-кирпичный,2008,24,2,1,"консьерж, мусоропровод","закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",,,,,,,
8100000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_571_m_722_et._7357755518?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBTjNra0tlOHhReGNTMFJuIjt9cvagfj8AAAA,2,57.1 м²,18.4 м²,21.2 м²,7 из 22,лоджия,"гардеробная, панорамные окна",изолированные,2.7 м,раздельный,"во двор, на солнечную сторону",,,,переуступка,,монолитно-кирпичный,,22,3,3,,"закрытая территория, детская площадка, спортивная площадка",подземная,,предчистовая,,,,от 348 000 ₽ за 57.1 м²,,
