Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Тип комнат,Санузел,Окна,Ремонт,Стоимость ремонта,Способ продажи,Вид сделки,Тип дома,Этажей в доме,В доме,Двор,Парковка,Высота потолков,Мебель,Год постройки,Пассажирский лифт,Грузовой лифт,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Дополнительно,Тёплый пол,Техника,Запланирован снос
4449999.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_395_m_13_et._7567198760?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,2,39.5 м²,4.5 м²,28.1 м²,1 из 3,,изолированные,совмещенный,во двор,косметический,,свободная,возможна ипотека,блочный,3,,,,2.5 м,,1960,,,,,,,,,,,
10728076.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_398_m_712_et._7719930374?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,1,39.8 м²,16.6 м²,14 м²,7 из 12,,,совмещенный,во двор,,,договор долевого участия,возможна ипотека,монолитный,12,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,1,1,предчистовая,Жилой квартал «Идель»,Этап 2,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
13458789.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_567_m_425_et._7719185091?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,2,56.7 м²,15.1 м²,23.1 м²,4 из 25,,изолированные,совмещенный,во двор,,,договор долевого участия,возможна ипотека,монолитный,25,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,2,1,предчистовая,Жилой квартал «Идель»,Этап 2,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
12500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_585_m_614_et._7759871231?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,2,58.5 м²,13.4 м²,,6 из 14,,изолированные,совмещенный,,евро,,свободная,возможна ипотека,панельный,14,,,открытая во дворе,2.5 м,,2013,1,1,,,,,,,,,
7150000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_63_m_29_et._7297119011?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,3,63 м²,7.5 м²,44 м²,2 из 9,балкон,смежные,раздельный,,требует ремонта,от 1 134 000 ₽ за 63 м²,свободная,возможна ипотека,панельный,9,"мусоропровод, газ",,,,,,1,,,,,,,,,,
5200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_327_m_110_et._7841179192?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,1,32.7 м²,8.6 м²,16.5 м²,1 из 10,,,совмещенный,во двор,косметический,от 327 000 ₽ за 32.7 м²,свободная,возможна ипотека,панельный,10,,,,,,2018,1,1,,,,,,,,,
21202329.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_877_m_1112_et._7719009154?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,3,87.7 м²,16.6 м²,39.3 м²,11 из 12,,изолированные,совмещенный,"во двор, на улицу",,,договор долевого участия,возможна ипотека,монолитный,12,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,1,1,предчистовая,Жилой квартал «Идель»,Этап 2,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
8150000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_61_m_79_et._7809115115?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,3,61 м²,7.1 м²,45 м²,7 из 9,балкон,изолированные,раздельный,,евро,,свободная,возможна ипотека,панельный,9,"мусоропровод, газ",,,,,,1,,,,,,,,,,
8000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_719_m_312_et._7457642999?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,3,71.9 м²,10.3 м²,43.3 м²,3 из 12,лоджия,изолированные,раздельный,,косметический,от 719 000 ₽ за 71.9 м²,альтернативная,возможна ипотека,кирпичный,12,,,,,,,2,,,,,,,,,,
2000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_30_m_11_et._7750079067?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,2,30 м²,10 м²,15.6 м²,1 из 1,,изолированные,совмещенный,на улицу,косметический,от 300 000 ₽ за 30 м²,свободная,возможна ипотека,деревянный,1,,,открытая во дворе,2.8 м,,1917,,,,,,,,,,,
15469158.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_643_m_219_et._7719107635?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,2,64.3 м²,20.5 м²,24.8 м²,2 из 19,балкон,изолированные,совмещенный,во двор,,,договор долевого участия,,монолитный,19,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,2,1,предчистовая,Жилой квартал «Идель»,Этап 1,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
17745663.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_71_m_1519_et._7718992788?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,2,71 м²,21.3 м²,31.6 м²,15 из 19,,изолированные,совмещенный,"во двор, на улицу",,,договор долевого участия,,монолитный,19,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,2,1,предчистовая,Жилой квартал «Идель»,Этап 1,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
3500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_33_m_14_et._7809912090?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,1,33 м²,6.7 м²,17.8 м²,1 из 4,,,совмещенный,во двор,косметический,от 330 000 ₽ за 33 м²,свободная,возможна ипотека,кирпичный,4,газ,,,2.5 м,,,,,,,,,,,,,
7530000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_57_m_99_et._7590657777?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,3,57 м²,8.8 м²,38.3 м²,9 из 9,,изолированные,раздельный,на улицу,косметический,от 570 000 ₽ за 57 м²,свободная,возможна ипотека,панельный,9,,,,,,1985,,,,,,,,,,,
18145158.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_784_m_312_et._7719098508?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,2,78.4 м²,23.4 м²,33.7 м²,3 из 12,балкон,изолированные,совмещенный,"во двор, на улицу",,,договор долевого участия,,монолитный,12,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,2,1,предчистовая,Жилой квартал «Идель»,Этап 1,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
3600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_208_m_89_et._7712962693?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,1,20.8 м²,4.7 м²,12.1 м²,8 из 9,,,совмещенный,,косметический,от 208 000 ₽ за 20.8 м²,свободная,возможна ипотека,кирпичный,9,"мусоропровод, газ",,,,,,1,,,,,,,,,,
4200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_266_m_45_et._7745422393?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,1,26.6 м²,5.4 м²,16.8 м²,4 из 5,балкон,,совмещенный,,требует ремонта,от 479 000 ₽ за 26.6 м²,свободная,возможна ипотека,кирпичный,5,"мусоропровод, газ",,,,,,,,,,,,,,,,
6700000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_579_m_15_et._7686283189?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,3,57.9 м²,5.4 м²,42.2 м²,1 из 5,,смежные,совмещенный,во двор,косметический,от 579 000 ₽ за 57.9 м²,свободная,возможна ипотека,панельный,5,,,,2.6 м,,1966,,,,,,,,,,,
6300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_57_m_35_et._7654775770?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,3,57 м²,6 м²,45 м²,3 из 5,балкон,изолированные,раздельный,"во двор, на улицу",косметический,от 570 000 ₽ за 57 м²,альтернативная,возможна ипотека,кирпичный,5,,,открытая во дворе,2.5 м,,1975,,,,,,,,,,,
5850000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_414_m_25_et._7695172760?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,2,41.4 м²,5.8 м²,28 м²,2 из 5,балкон,смежные,раздельный,,косметический,,свободная,возможна ипотека,кирпичный,5,,,,2.5 м,,1967,,,,,,,,,,,
2399000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/kvartira-studiya_13_m_24_et._7686588068?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,студия,13 м²,,9.5 м²,2 из 4,,,совмещенный,на улицу,евро,,свободная,возможна ипотека,кирпичный,4,,,открытая во дворе,2.5 м,,1958,,,,,,,,,,,
19154526.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_799_m_411_et._7719586653?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,3,79.9 м²,25.2 м²,28.1 м²,4 из 11,балкон,изолированные,совмещенный,"во двор, на улицу",,,договор долевого участия,,монолитный,11,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,1,1,предчистовая,Жилой квартал «Идель»,Этап 1,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
13658677.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_517_m_912_et._7719010911?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,2,51.7 м²,25.1 м²,12.1 м²,9 из 12,,изолированные,совмещенный,"во двор, на улицу",,,договор долевого участия,возможна ипотека,монолитный,12,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,1,1,предчистовая,Жилой квартал «Идель»,Этап 2,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
,https://www.avito.ru/nizhniy_novgorod/kvartiry/kvartira-studiya_20_m_22_et._4263490625?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8100000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_509_m_55_et._7311878035?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,3,50.9 м²,6 м²,34.8 м²,5 из 5,,изолированные,раздельный,,требует ремонта,,свободная,возможна ипотека,кирпичный,5,,,открытая во дворе,2.5 м,,1966,,,,,,,,,,,
5690000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_423_m_55_et._7366927220?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,2,42.3 м²,6 м²,28.3 м²,5 из 5,балкон,изолированные,совмещенный,на улицу,косметический,от 423 000 ₽ за 42.3 м²,альтернативная,возможна ипотека,кирпичный,5,,,открытая во дворе,2.5 м,,1965,,,,,,,,,,,
4250000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_346_m_23_et._7841198001?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,1,34.6 м²,7.7 м²,13.7 м²,2 из 3,балкон,,совмещенный,на улицу,дизайнерский,,альтернативная,возможна ипотека,блочный,3,газ,,,2.7 м,,2016,,,,,,,,,,,
4450000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_332_m_55_et._7631461287?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,1,33.2 м²,6 м²,,5 из 5,,,,,требует ремонта,,свободная,возможна ипотека,панельный,5,,,открытая во дворе,2.5 м,,1972,,,,,,,,,,,
13990316.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_581_m_312_et._7719147343?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,2,58.1 м²,16.8 м²,21.7 м²,3 из 12,балкон,изолированные,совмещенный,во двор,,,договор долевого участия,,монолитный,12,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,2,1,предчистовая,Жилой квартал «Идель»,Этап 1,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
5000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_414_m_35_et._7809107657?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,2,41.4 м²,5.4 м²,27.3 м²,3 из 5,балкон,изолированные,совмещенный,,косметический,от 414 000 ₽ за 41.4 м²,свободная,возможна ипотека,блочный,5,"мусоропровод, газ",,,2.6 м,,1969,,,,,,,,,,,
5450000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_432_m_35_et._7617253989?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,2,43.2 м²,5.6 м²,28.5 м²,3 из 5,балкон,изолированные,совмещенный,,косметический,от 432 000 ₽ за 43.2 м²,свободная,возможна ипотека,кирпичный,5,,,,,,,,,,,,,,,,,
11990000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_753_m_1011_et._7686944271?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,2,75.3 м²,19 м²,37 м²,10 из 11,лоджия,изолированные,совмещенный,на улицу,евро,,свободная,возможна ипотека,кирпичный,11,,,открытая во дворе,,,2010,,1,,,,,,,,,
2800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_258_m_12_et._4550611121?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,1,25.8 м²,5 м²,17 м²,1 из 2,,,совмещенный,на улицу,косметический,от 258 000 ₽ за 25.8 м²,альтернативная,возможна ипотека,блочный,2,,,,3 м,,1957,,,,,,,,,,,
6049999.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_351_m_29_et._3942742655?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,1,35.1 м²,8.2 м²,17 м²,2 из 9,лоджия,,совмещенный,на улицу,косметический,от 351 000 ₽ за 35.1 м²,свободная,возможна ипотека,панельный,9,,,открытая во дворе,,,1982,1,,,,,,,,,,
4899999.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/kvartira-studiya_19_m_35_et._7686783981?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,студия,19 м²,,14 м²,3 из 5,,,совмещенный,на улицу,дизайнерский,,свободная,возможна ипотека,кирпичный,5,,,,2.5 м,,1971,,,,,,,,,,,
6400000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_443_m_45_et._7521671910?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJUFN3bHp6dkVCcm9uU2pyIjt9wKM-tD8AAAA,2,44.3 м²,6 м²,32 м²,4 из 5,балкон,смежные,совмещенный,во двор,евро,,свободная,возможна ипотека,панельный,5,газ,,,2.6 м,,,,,,,,,,,,,
5450000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_432_m_35_et._7617253989?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,43.2 м²,5.6 м²,28.5 м²,3 из 5,балкон,изолированные,совмещенный,,косметический,от 432 000 ₽ за 43.2 м²,свободная,возможна ипотека,кирпичный,5,,,,,,,,,,,,,,,,,
5850000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_414_m_25_et._7695172760?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,41.4 м²,5.8 м²,28 м²,2 из 5,балкон,смежные,раздельный,,косметический,,свободная,возможна ипотека,кирпичный,5,,,,2.5 м,,1967,,,,,,,,,,,
19154526.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_799_m_411_et._7719586653?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,3,79.9 м²,25.2 м²,28.1 м²,4 из 11,балкон,изолированные,совмещенный,"во двор, на улицу",,,договор долевого участия,,монолитный,11,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,1,1,предчистовая,Жилой квартал «Идель»,Этап 1,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
5690000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_423_m_55_et._7366927220?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,42.3 м²,6 м²,28.3 м²,5 из 5,балкон,изолированные,совмещенный,на улицу,косметический,от 423 000 ₽ за 42.3 м²,альтернативная,возможна ипотека,кирпичный,5,,,открытая во дворе,2.5 м,,1965,,,,,,,,,,,
2000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_30_m_11_et._7750079067?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,30 м²,10 м²,15.6 м²,1 из 1,,изолированные,совмещенный,на улицу,косметический,от 300 000 ₽ за 30 м²,свободная,возможна ипотека,деревянный,1,,,открытая во дворе,2.8 м,,1917,,,,,,,,,,,
4899999.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/kvartira-studiya_19_m_35_et._7686783981?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,студия,19 м²,,14 м²,3 из 5,,,совмещенный,на улицу,дизайнерский,,свободная,возможна ипотека,кирпичный,5,,,,2.5 м,,1971,,,,,,,,,,,
13458789.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_567_m_425_et._7719185091?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,56.7 м²,15.1 м²,23.1 м²,4 из 25,,изолированные,совмещенный,во двор,,,договор долевого участия,возможна ипотека,монолитный,25,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,2,1,предчистовая,Жилой квартал «Идель»,Этап 2,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
6000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_44_m_55_et._7727541611?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,44 м²,5.8 м²,30 м²,5 из 5,,изолированные,совмещенный,,евро,,свободная,возможна ипотека,кирпичный,5,,,,,,1968,,,,,,,,,,,
3600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_208_m_89_et._7712962693?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,1,20.8 м²,4.7 м²,12.1 м²,8 из 9,,,совмещенный,,косметический,от 208 000 ₽ за 20.8 м²,свободная,возможна ипотека,кирпичный,9,"мусоропровод, газ",,,,,,1,,,,,,,,,,
7150000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_63_m_29_et._7297119011?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,3,63 м²,7.5 м²,44 м²,2 из 9,балкон,смежные,раздельный,,требует ремонта,от 1 134 000 ₽ за 63 м²,свободная,возможна ипотека,панельный,9,"мусоропровод, газ",,,,,,1,,,,,,,,,,
17745663.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_71_m_1519_et._7718992788?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,71 м²,21.3 м²,31.6 м²,15 из 19,,изолированные,совмещенный,"во двор, на улицу",,,договор долевого участия,,монолитный,19,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,2,1,предчистовая,Жилой квартал «Идель»,Этап 1,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
7300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_48_m_14_et._7759119067?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,48 м²,9 м²,30 м²,1 из 4,,смежные,совмещенный,,евро,,свободная,возможна ипотека,кирпичный,4,,,открытая во дворе,3 м,,1954,,,,,,,,,,,
