Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Тип комнат,Санузел,Окна,Ремонт,Стоимость ремонта,Способ продажи,Вид сделки,Тип дома,Этажей в доме,В доме,Двор,Парковка,Высота потолков,Мебель,Год постройки,Пассажирский лифт,Грузовой лифт,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Дополнительно,Тёплый пол,Техника,Запланирован снос
2800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_258_m_12_et._4550611121?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,1,25.8 м²,5 м²,17 м²,1 из 2,,,совмещенный,на улицу,косметический,от 258 000 ₽ за 25.8 м²,альтернативная,возможна ипотека,блочный,2,,,,3 м,,1957,,,,,,,,,,,
12500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_585_m_614_et._7759871231?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,58.5 м²,13.4 м²,,6 из 14,,изолированные,совмещенный,,евро,,свободная,возможна ипотека,панельный,14,,,открытая во дворе,2.5 м,,2013,1,1,,,,,,,,,
13658677.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_517_m_912_et._7719010911?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,51.7 м²,25.1 м²,12.1 м²,9 из 12,,изолированные,совмещенный,"во двор, на улицу",,,договор долевого участия,возможна ипотека,монолитный,12,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,1,1,предчистовая,Жилой квартал «Идель»,Этап 2,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
13990316.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_581_m_312_et._7719147343?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,58.1 м²,16.8 м²,21.7 м²,3 из 12,балкон,изолированные,совмещенный,во двор,,,договор долевого участия,,монолитный,12,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,2,1,предчистовая,Жилой квартал «Идель»,Этап 1,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
10300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_42_m_1017_et._7759144546?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,1,42 м²,10 м²,,10 из 17,,,раздельный,,дизайнерский,,свободная,возможна ипотека,монолитный,17,,,,2.9 м,,2019,1,1,,,,,,,,,
4449999.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_395_m_13_et._7567198760?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,39.5 м²,4.5 м²,28.1 м²,1 из 3,,изолированные,совмещенный,во двор,косметический,,свободная,возможна ипотека,блочный,3,,,,2.5 м,,1960,,,,,,,,,,,
3500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_33_m_14_et._7809912090?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,1,33 м²,6.7 м²,17.8 м²,1 из 4,,,совмещенный,во двор,косметический,от 330 000 ₽ за 33 м²,свободная,возможна ипотека,кирпичный,4,газ,,,2.5 м,,,,,,,,,,,,,
8150000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_61_m_79_et._7809115115?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,3,61 м²,7.1 м²,45 м²,7 из 9,балкон,изолированные,раздельный,,евро,,свободная,возможна ипотека,панельный,9,"мусоропровод, газ",,,,,,1,,,,,,,,,,
7000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_40_m_1314_et._7718701119?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,1,40 м²,9.8 м²,18.3 м²,13 из 14,лоджия,,раздельный,на улицу,косметический,от 400 000 ₽ за 40 м²,альтернативная,возможна ипотека,блочный,14,,,открытая во дворе,2.7 м,,2010,1,1,,,,,,,,,
9600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_378_m_812_et._7759784251?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,1,37.8 м²,10 м²,,8 из 12,,,раздельный,,евро,,свободная,возможна ипотека,кирпичный,12,,,,2.5 м,,1974,1,1,,,,,,,,,
2399000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/kvartira-studiya_13_m_24_et._7686588068?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,студия,13 м²,,9.5 м²,2 из 4,,,совмещенный,на улицу,евро,,свободная,возможна ипотека,кирпичный,4,,,открытая во дворе,2.5 м,,1958,,,,,,,,,,,
10728076.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_398_m_712_et._7719930374?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,1,39.8 м²,16.6 м²,14 м²,7 из 12,,,совмещенный,во двор,,,договор долевого участия,возможна ипотека,монолитный,12,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,1,1,предчистовая,Жилой квартал «Идель»,Этап 2,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
5000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_414_m_35_et._7809107657?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,41.4 м²,5.4 м²,27.3 м²,3 из 5,балкон,изолированные,совмещенный,,косметический,от 414 000 ₽ за 41.4 м²,свободная,возможна ипотека,блочный,5,"мусоропровод, газ",,,2.6 м,,1969,,,,,,,,,,,
19582895.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_817_m_312_et._7719775635?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,81.7 м²,25.6 м²,27.9 м²,3 из 12,балкон,изолированные,совмещенный,"во двор, на улицу",,,договор долевого участия,возможна ипотека,монолитный,12,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,1,1,предчистовая,Жилой квартал «Идель»,Этап 2,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
8400000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_754_m_34_et._7695422923?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,3,75.4 м²,9.9 м²,48.2 м²,3 из 4,,смежные,раздельный,,косметический,,свободная,возможна ипотека,кирпичный,4,,,,3 м,,1951,,,,,,,,,,,
10800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_572_m_1012_et._4642389013?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,57.2 м²,11.3 м²,29.1 м²,10 из 12,лоджия,изолированные,раздельный,,косметический,от 572 000 ₽ за 57.2 м²,свободная,возможна ипотека,кирпичный,12,газ,,,,,,1,1,,,,,,,,,
6300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_57_m_35_et._7654775770?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,3,57 м²,6 м²,45 м²,3 из 5,балкон,изолированные,раздельный,"во двор, на улицу",косметический,от 570 000 ₽ за 57 м²,альтернативная,возможна ипотека,кирпичный,5,,,открытая во дворе,2.5 м,,1975,,,,,,,,,,,
15164000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_646_m_414_et._7719373154?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,64.6 м²,17.7 м²,29.5 м²,4 из 14,,изолированные,совмещенный,во двор,,,договор долевого участия,,монолитный,14,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,1,1,предчистовая,Жилой квартал «Идель»,Этап 1,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
4200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_266_m_45_et._7745422393?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,1,26.6 м²,5.4 м²,16.8 м²,4 из 5,балкон,,совмещенный,,требует ремонта,от 479 000 ₽ за 26.6 м²,свободная,возможна ипотека,кирпичный,5,"мусоропровод, газ",,,,,,,,,,,,,,,,
21976218.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_898_m_314_et._7719151088?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,3,89.8 м²,27.5 м²,39.1 м²,3 из 14,балкон,изолированные,совмещенный,"во двор, на улицу",,,договор долевого участия,,монолитный,14,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,1,1,предчистовая,Жилой квартал «Идель»,Этап 1,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
2250000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/kvartira-studiya_20_m_22_et._4263490625?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,студия,20 м²,,12 м²,2 из 2,,,совмещенный,во двор,евро,,свободная,возможна ипотека,кирпичный,2,,,открытая во дворе,,,1959,,,,,,,,,,,
9990000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_469_m_210_et._7759760510?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,46.9 м²,8 м²,35 м²,2 из 10,лоджия,изолированные,раздельный,во двор,требует ремонта,,свободная,возможна ипотека,кирпичный,10,,,открытая во дворе,2.5 м,,1982,1,,,,,,,,,,
9800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_55_m_710_et._7841892089?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,55 м²,11 м²,32 м²,7 из 10,,изолированные,раздельный,,косметический,от 550 000 ₽ за 55 м²,свободная,возможна ипотека,монолитный,10,"мусоропровод, газ",,,,,,1,,,,,,,,,,
11990000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_753_m_1011_et._7686944271?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,75.3 м²,19 м²,37 м²,10 из 11,лоджия,изолированные,совмещенный,на улицу,евро,,свободная,возможна ипотека,кирпичный,11,,,открытая во дворе,,,2010,,1,,,,,,,,,
7100000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_437_m_99_et._7809835977?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,43.7 м²,7 м²,27 м²,9 из 9,балкон,изолированные,раздельный,,косметический,от 437 000 ₽ за 43.7 м²,альтернативная,возможна ипотека,панельный,9,"мусоропровод, газ",,,,,,1,,,,,,,,,,
14916825.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_627_m_212_et._7719052109?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,62.7 м²,18.2 м²,23.2 м²,2 из 12,,изолированные,совмещенный,"во двор, на улицу",,,договор долевого участия,возможна ипотека,монолитный,12,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,1,1,предчистовая,Жилой квартал «Идель»,Этап 2,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
9550000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_549_m_69_et._7393835736?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,3,54.9 м²,9 м²,36.5 м²,6 из 9,балкон,смежные,раздельный,на улицу,требует ремонта,от 988 000 ₽ за 54.9 м²,свободная,возможна ипотека,кирпичный,9,газ,,,2.6 м,,1968,1,,,,,,,,,,
8100000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_509_m_55_et._7311878035?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,3,50.9 м²,6 м²,34.8 м²,5 из 5,,изолированные,раздельный,,требует ремонта,,свободная,возможна ипотека,кирпичный,5,,,открытая во дворе,2.5 м,,1966,,,,,,,,,,,
17272113.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_63_m_1319_et._7719475288?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,63 м²,20.6 м²,23.4 м²,13 из 19,,изолированные,совмещенный,"во двор, на улицу",,,договор долевого участия,,монолитный,19,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,2,1,предчистовая,Жилой квартал «Идель»,Этап 1,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
4250000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_346_m_23_et._7841198001?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,1,34.6 м²,7.7 м²,13.7 м²,2 из 3,балкон,,совмещенный,на улицу,дизайнерский,,альтернативная,возможна ипотека,блочный,3,газ,,,2.7 м,,2016,,,,,,,,,,,
4850000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_335_m_99_et._7718437034?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,1,33.5 м²,6.5 м²,17.4 м²,9 из 9,балкон,,раздельный,на улицу,евро,,свободная,возможна ипотека,панельный,9,,,,2.5 м,,1977,1,,,,,,,,,,
8500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_389_m_119_et._7599207606?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,1,38.9 м²,11.4 м²,13.9 м²,1 из 19,лоджия,,совмещенный,во двор,евро,,свободная,возможна ипотека,блочный,19,,,открытая во дворе,2.7 м,,2024,1,1,,,,,,,,,
8000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_719_m_312_et._7457642999?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,3,71.9 м²,10.3 м²,43.3 м²,3 из 12,лоджия,изолированные,раздельный,,косметический,от 719 000 ₽ за 71.9 м²,альтернативная,возможна ипотека,кирпичный,12,,,,,,,2,,,,,,,,,,
21202329.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_877_m_1112_et._7719009154?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,3,87.7 м²,16.6 м²,39.3 м²,11 из 12,,изолированные,совмещенный,"во двор, на улицу",,,договор долевого участия,возможна ипотека,монолитный,12,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,1,1,предчистовая,Жилой квартал «Идель»,Этап 2,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
7530000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_57_m_99_et._7590657777?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,3,57 м²,8.8 м²,38.3 м²,9 из 9,,изолированные,раздельный,на улицу,косметический,от 570 000 ₽ за 57 м²,свободная,возможна ипотека,панельный,9,,,,,,1985,,,,,,,,,,,
7600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_48_m_19_et._7366361292?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,2,48 м²,9 м²,30 м²,1 из 9,лоджия,изолированные,совмещенный,на улицу,евро,,свободная,возможна ипотека,панельный,9,,,открытая во дворе,2.6 м,,1981,1,,,,,,,,,,
6049999.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_351_m_29_et._3942742655?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,1,35.1 м²,8.2 м²,17 м²,2 из 9,лоджия,,совмещенный,на улицу,косметический,от 351 000 ₽ за 35.1 м²,свободная,возможна ипотека,панельный,9,,,открытая во дворе,,,1982,1,,,,,,,,,,
4450000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_332_m_55_et._7631461287?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrM3JxSGlpakNCWG00TThwIjt9WDqO4j8AAAA,1,33.2 м²,6 м²,,5 из 5,,,,,требует ремонта,,свободная,возможна ипотека,панельный,5,,,открытая во дворе,2.5 м,,1972,,,,,,,,,,,
10500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_674_m_718_et._7425268510?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCR204SVY1Z2pmZ0tvSTliIjt9SFu8uz8AAAA,3,67.4 м²,8.4 м²,40.3 м²,7 из 18,балкон,изолированные,раздельный,,косметический,от 674 000 ₽ за 67.4 м²,свободная,возможна ипотека,кирпичный,18,мусоропровод,,,,,,1,,,,,,,,,,
9800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_55_m_710_et._7841892089?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCR204SVY1Z2pmZ0tvSTliIjt9SFu8uz8AAAA,2,55 м²,11 м²,32 м²,7 из 10,,изолированные,раздельный,,косметический,от 550 000 ₽ за 55 м²,свободная,возможна ипотека,монолитный,10,"мусоропровод, газ",,,,,,1,,,,,,,,,,
