Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Тип комнат,Высота потолков,Санузел,Окна,Ремонт,Способ продажи,Вид сделки,Тип дома,Этажей в доме,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Дополнительно,Стоимость ремонта,Мебель,Год постройки,В доме,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Тёплый пол,Техника,Запланирован снос
5000000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_39_m_318_et._7670224246?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,1,39 м²,10 м²,19.1 м²,3 из 18,балкон,,2.7 м,совмещенный,во двор,евро,свободная,возможна ипотека,монолитный,18,1,1,"детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды, спальные места",2013,,,,,,,,"кондиционер, холодильник",
3958000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_432_m_35_et._7684327330?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,2,43.2 м²,7 м²,29 м²,3 из 5,балкон,изолированные,,совмещенный,"во двор, на улицу, на солнечную сторону",косметический,свободная,возможна ипотека,панельный,5,нет,нет,детская площадка,открытая во дворе,,от 185 000 ₽ за 43.2 м²,"кухня, хранение одежды, спальные места",1974,газ,,,,,,,"холодильник, стиральная машина, водонагреватель",
7600000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_708_m_1116_et._7527950590?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,3,70.8 м²,9 м²,39.2 м²,11 из 16,лоджия,изолированные,,раздельный,"во двор, на улицу",косметический,альтернативная,возможна ипотека,панельный,16,2,нет,,,,от 303 000 ₽ за 70.8 м²,,1989,,,,,,,,,
17999999,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_95_m_1625_et._7704586362?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,3,95 м²,35 м²,28 м²,16 из 25,лоджия,"изолированные, смежные",,"совмещенный, раздельный",во двор,дизайнерский,свободная,,монолитный,25,4,2,закрытая территория,,,,"кухня, хранение одежды",2017,консьерж,,,,,,,"холодильник, посудомоечная машина",
16500000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_80_m_2425_et._7831821058?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,3,80 м²,5.5 м²,62.5 м²,24 из 25,,изолированные,3.2 м,"совмещенный, раздельный",на улицу,дизайнерский,свободная,возможна ипотека,монолитный,25,1,1,,,,,"кухня, хранение одежды",2015,консьерж,,,,,,,,
8900000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_446_m_1429_et._7656116122?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,1,44.6 м²,17.5 м²,14.3 м²,14 из 29,,,2.7 м,,во двор,,,,панельный,29,,,,,,от 134 000 ₽ за 44.6 м²,,,,чистовая,Дом «Милый дом»,1 очередь,ДДУ по ФЗ 214,Сдача в 4 кв. 2025,,,
3800000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_45_m_35_et._7768406830?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,2,45 м²,5.6 м²,28.8 м²,3 из 5,,изолированные,,совмещенный,,косметический,свободная,,кирпичный,5,,,детская площадка,,,,,1964,,,,,,,,,
3950000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_445_m_55_et._7730697431?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,2,44.5 м²,5.4 м²,32 м²,5 из 5,балкон,изолированные,2.5 м,совмещенный,во двор,требует ремонта,свободная,возможна ипотека,панельный,5,нет,нет,,,,,,1964,газ,,,,,,,,
10800000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_639_m_2125_et._7759069644?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,3,63.9 м²,8 м²,40 м²,21 из 25,балкон,изолированные,2.8 м,совмещенный,на солнечную сторону,требует ремонта,свободная,возможна ипотека,монолитный,25,2,1,"детская площадка, спортивная площадка","подземная, наземная многоуровневая, открытая во дворе",гардеробная,,,2025,консьерж,,,,,,,,
2500000,https://www.avito.ru/ekaterinburg/kvartiry/dolya_v_4-k._kvartire_84_m_110_et._7596644973?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,4,84 м²,9 м²,55 м²,1 из 10,балкон,"изолированные, смежные",,раздельный,,требует ремонта,свободная,продажа доли,панельный,10,1,нет,"детская площадка, спортивная площадка",открытая во дворе,,,,1996,газ,,,,,,,,
4500000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_585_m_19_et._4490799109?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,3,58.5 м²,5 м²,38 м²,1 из 9,балкон,изолированные,2.5 м,раздельный,"во двор, на улицу, на солнечную сторону",требует ремонта,свободная,возможна ипотека,панельный,9,1,нет,детская площадка,открытая во дворе,,от 585 000 ₽ за 58.5 м²,,1977,,,,,,,,,
10999000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_84_m_2124_et._7637131793?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,3,84 м²,31 м²,35 м²,21 из 24,лоджия,изолированные,,раздельный,"во двор, на улицу",евро,свободная,возможна ипотека,монолитный,24,2,2,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,,"кухня, хранение одежды, спальные места",2013,консьерж,,,,,,есть,посудомоечная машина,
4500000,https://www.avito.ru/ekaterinburg/kvartiry/kvartira-studiya_318_m_1025_et._7800778376?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,студия,31.8 м²,,12 м²,10 из 25,лоджия,,,совмещенный,на улицу,косметический,свободная,возможна ипотека,монолитный,25,,,,открытая во дворе,,,,2020,,,,,,,,,
4100000,https://www.avito.ru/ekaterinburg/kvartiry/kvartira-studiya_249_m_1015_et._7720836529?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,студия,24.9 м²,,20 м²,10 из 15,лоджия,,2.6 м,совмещенный,"на улицу, на солнечную сторону",косметический,свободная,возможна ипотека,монолитный,15,1,1,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,панорамные окна,от 107 000 ₽ за 24.9 м²,,2025,,,,,,,,,
5440000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_47_m_14_et._7431189288?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,2,47 м²,9 м²,25 м²,1 из 4,,изолированные,3.2 м,раздельный,,требует ремонта,свободная,,блочный,4,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,,от 470 000 ₽ за 47 м²,,1950,газ,,,,,,,,
3100000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_366_m_12_et._7831830782?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,1,36.6 м²,6 м²,25 м²,1 из 2,,,,совмещенный,во двор,требует ремонта,свободная,возможна ипотека,кирпичный,2,нет,,,открытая во дворе,,от 366 000 ₽ за 36.6 м²,,,,,,,,,,,
4099000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_312_m_1517_et._7778007152?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,1,31.2 м²,6.7 м²,15 м²,15 из 17,лоджия,,,,"во двор, на улицу",косметический,свободная,возможна ипотека,панельный,17,1,1,закрытая территория,,,от 134 000 ₽ за 31.2 м²,кухня,2013,,,,,,,,,
8740000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_638_m_1525_et._7670325939?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,3,63.8 м²,14.6 м²,39 м²,15 из 25,лоджия,изолированные,2.7 м,совмещенный,"во двор, на улицу",евро,свободная,возможна ипотека,монолитно-кирпичный,25,2,1,"закрытая территория, детская площадка, спортивная площадка",,,,"кухня, хранение одежды, спальные места",2019,,,,,,,,"холодильник, стиральная машина",
4878250,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_407_m_125_et._7686904496?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,1,40.7 м²,11.8 м²,18 м²,1 из 25,лоджия,,2.8 м,совмещенный,"во двор, на улицу",косметический,свободная,возможна ипотека,монолитно-кирпичный,25,2,2,"детская площадка, спортивная площадка",открытая во дворе,,,,2024,,,,,,,,,
5500000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_47_m_810_et._7694078865?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,2,47 м²,9 м²,26 м²,8 из 10,лоджия,изолированные,,раздельный,,евро,свободная,возможна ипотека,кирпичный,10,,,,,,,,,,,,,,,,,
4480000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_432_m_25_et._7736957461?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,2,43.2 м²,6.6 м²,27 м²,2 из 5,балкон,смежные,,раздельный,во двор,требует ремонта,свободная,,панельный,5,,,,,,,,,,,,,,,,,
5800000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_586_m_624_et._7610588378?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,2,58.6 м²,16.6 м²,23.1 м²,6 из 24,лоджия,смежные,2.7 м,"совмещенный, раздельный",на улицу,,,,монолитный,24,1,1,,,,от 715 000 ₽ за 58.6 м²,,,,предчистовая,Семейный квартал «Береговой»,Дом 1.1 (1 этап),ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,
14900000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_714_m_1324_et._7720109086?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,2,71.4 м²,19 м²,41.5 м²,13 из 24,балкон,изолированные,2.6 м,"совмещенный, раздельный",во двор,косметический,свободная,возможна ипотека,монолитный,24,2,2,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",,от 306 000 ₽ за 71.4 м²,"кухня, хранение одежды, спальные места",2021,консьерж,,,,,,есть,"кондиционер, посудомоечная машина",
5600000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_49_m_810_et._7748733028?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,2,49 м²,8.1 м²,27 м²,8 из 10,лоджия,изолированные,2.6 м,раздельный,на улицу,евро,свободная,возможна ипотека,панельный,10,1,1,закрытая территория,,,,"кухня, хранение одежды",2005,,,,,,,,посудомоечная машина,
4750000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_38_m_2626_et._7668052182?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,2,38 м²,14 м²,20 м²,26 из 26,лоджия,изолированные,,совмещенный,,евро,свободная,возможна ипотека,монолитный,26,1,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,,,2024,консьерж,,,,,,есть,,
4650000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_52_m_1212_et._4709000835?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,2,52 м²,8 м²,30 м²,12 из 12,,изолированные,,раздельный,"во двор, на солнечную сторону",косметический,свободная,возможна ипотека,кирпичный,12,2,нет,"детская площадка, спортивная площадка",открытая во дворе,,от 223 000 ₽ за 52 м²,,1980,,,,,,,,,
4540000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_45_m_69_et._7584859547?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,2,45 м²,6 м²,28 м²,6 из 9,балкон,изолированные,,раздельный,,косметический,альтернативная,возможна ипотека,блочный,9,1,,,,,,"кухня, хранение одежды",1974,,,,,,,,,
4990000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_36_m_710_et._7570961431?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,1,36 м²,17 м²,11 м²,7 из 10,лоджия,,,совмещенный,,косметический,свободная,возможна ипотека,монолитный,10,1,1,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,,от 154 000 ₽ за 36 м²,,2008,консьерж,,,,,,,,
4900000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_432_m_45_et._7745420087?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV3c3clpvQjlRRVVOS0g5Ijt9J1LdIT8AAAA,2,43.2 м²,6 м²,30.3 м²,4 из 5,балкон,смежные,,совмещенный,,косметический,свободная,возможна ипотека,панельный,5,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,,от 185 000 ₽ за 43.2 м²,,1967,газ,,,,,,,,
4590000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_321_m_823_et._7684698880?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,32.1 м²,15 м²,10 м²,8 из 23,,,2.7 м,,"во двор, на улицу",,договор долевого участия,,монолитный,23,,,,,,от 391 000 ₽ за 32.1 м²,,,,предчистовая,ЖК «PROGRESS Академический»,Дом 1 (1 очередь),ДДУ по ФЗ 214,Сдача в 1 кв. 2026,,,
11900000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_112_m_519_et._4389321670?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,3,112 м²,14 м²,70 м²,5 из 19,лоджия,изолированные,2.6 м,"совмещенный, раздельный",во двор,дизайнерский,свободная,возможна ипотека,панельный,19,1,1,закрытая территория,,,,"кухня, хранение одежды",2012,,,,,,,,холодильник,
7799000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_70_m_710_et._7378739420?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,3,70 м²,12 м²,50 м²,7 из 10,лоджия,изолированные,,раздельный,,косметический,свободная,,кирпичный,10,1,нет,"детская площадка, спортивная площадка",открытая во дворе,,от 300 000 ₽ за 70 м²,,1997,газ,,,,,,,,
4149000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_337_m_112_et._7523946106?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,33.7 м²,8 м²,15 м²,1 из 12,,,,совмещенный,во двор,косметический,свободная,возможна ипотека,кирпичный,12,1,1,,,,,,1987,,,,,,,,,
5200000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_32_m_35_et._7702704504?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,32 м²,6 м²,,3 из 5,балкон,,,совмещенный,,евро,свободная,,кирпичный,5,,,,,,,,1961,,,,,,,,,
4900000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_581_m_15_et._7684566238?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,3,58.1 м²,6.2 м²,42 м²,1 из 5,,"изолированные, смежные",2.5 м,совмещенный,во двор,косметический,свободная,,панельный,5,,,,,,от 249 000 ₽ за 58.1 м²,кухня,1963,,,,,,,,,
7299999,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_55_m_1215_et._7786902591?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,55 м²,10.1 м²,26.9 м²,12 из 15,лоджия,изолированные,,совмещенный,,евро,свободная,возможна ипотека,монолитный,15,2,1,закрытая территория,,,,,,,,,,,,,,
4950000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_442_m_15_et._7768926510?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,44.2 м²,5.8 м²,29.5 м²,1 из 5,,изолированные,,совмещенный,во двор,косметический,свободная,возможна ипотека,панельный,5,,,,открытая во дворе,,,,1967,,,,,,,,,
8600000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_895_m_919_et._7606159161?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,3,89.5 м²,12 м²,50 м²,9 из 19,лоджия,изолированные,2.7 м,"совмещенный, раздельный","во двор, на улицу, на солнечную сторону",косметический,свободная,возможна ипотека,кирпичный,19,2,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,гардеробная,от 384 000 ₽ за 89.5 м²,"кухня, хранение одежды, спальные места",2011,,,,,,,,"кондиционер, холодильник, стиральная машина, водонагреватель",
4990000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_344_m_99_et._7764385299?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,34.4 м²,15.5 м²,,9 из 9,балкон,,,совмещенный,,требует ремонта,свободная,возможна ипотека,монолитно-кирпичный,9,,,"закрытая территория, детская площадка, спортивная площадка",подземная,,от 344 000 ₽ за 34.4 м²,,,,,,,,,,,
3680000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_455_m_45_et._7724415184?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,45.5 м²,6 м²,27 м²,4 из 5,балкон,изолированные,,раздельный,,косметический,свободная,,кирпичный,5,нет,нет,детская площадка,открытая во дворе,,,,1967,,,,,,,,,
5400000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_379_m_1731_et._3403240492?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,37.9 м²,14.3 м²,10.7 м²,17 из 31,лоджия,,,,,,договор долевого участия,возможна ипотека,монолитный,31,,,,,,,,,,без отделки,Проект-достояние «Русь»,Дом 3 (Квартал 2),другое,Сдан 3 кв. 2025,,,
6150000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_602_m_320_et._7549745473?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,60.2 м²,11.6 м²,30 м²,3 из 20,лоджия,изолированные,2.5 м,раздельный,на улицу,косметический,свободная,,монолитный,20,1,2,,,,от 258 000 ₽ за 60.2 м²,хранение одежды,2013,,,,,,,,,
3870000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_453_m_55_et._7648095808?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,45.3 м²,6 м²,31.3 м²,5 из 5,балкон,изолированные,2.5 м,совмещенный,во двор,требует ремонта,свободная,возможна ипотека,панельный,5,,,,,,от 453 000 ₽ за 45.3 м²,,1967,,,,,,,,,
8990000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_587_m_69_et._7430365030?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,58.7 м²,23.4 м²,20.2 м²,6 из 9,"балкон, лоджия",изолированные,2.7 м,совмещенный,"во двор, на улицу, на солнечную сторону",дизайнерский,свободная,возможна ипотека,монолитно-кирпичный,9,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,гардеробная,,"кухня, хранение одежды, спальные места",2024,,,,,,,есть,,
8300000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_637_m_823_et._4277542130?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,63.7 м²,13.4 м²,28.4 м²,8 из 23,лоджия,изолированные,,раздельный,во двор,,переуступка,возможна ипотека,монолитно-кирпичный,23,2,1,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,гардеробная,от 191 000 ₽ за 63.7 м²,,,,чистовая,ЖК «Тишина»,,ДДУ по ФЗ 214,Сдача в 4 кв. 2025,,,
3770000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_28_m_45_et._7578666211?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,28 м²,6 м²,15 м²,4 из 5,балкон,,2.7 м,совмещенный,во двор,косметический,альтернативная,,панельный,5,,,,,,от 120 000 ₽ за 28 м²,,1972,,,,,,,,,
3700000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_308_m_34_et._7741622070?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,30.8 м²,7 м²,,3 из 4,,,2.5 м,совмещенный,,косметический,свободная,возможна ипотека,кирпичный,4,,,,открытая во дворе,,от 132 000 ₽ за 30.8 м²,,1964,,,,,,,,,
